UDI,Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear,y
4739,M,303.2,311.4,2102,19.0,5,0
513,L,297.5,309.2,1426,44.8,24,0
5532,M,302.3,311.7,1504,37.3,107,0
2677,L,299.7,309.3,1592,34.2,8,0
6727,L,301.5,310.8,1500,41.0,118,0
6866,L,301.1,311.4,1531,38.7,55,0
7840,L,300.3,311.6,1374,47.4,197,0
192,L,298.2,308.4,1666,34.6,74,0
5289,L,303.8,313.2,1531,39.4,159,0
4438,L,302.4,310.2,1578,31.2,139,0
1224,L,297.0,308.3,1492,48.1,137,0
8559,M,298.3,309.0,1505,41.3,93,0
5519,M,302.5,311.8,2023,19.1,74,0
2965,L,300.7,309.5,1692,30.3,64,0
8406,M,298.4,309.5,1484,41.7,119,0
9046,L,297.4,308.4,1603,34.6,65,0
3724,L,302.3,311.2,1758,24.4,68,0
1864,M,297.9,307.7,1517,39.5,69,0
5954,M,300.7,310.9,1486,38.9,106,0
4710,M,303.4,311.6,1446,50.0,163,0
5628,L,302.7,312.1,1597,39.8,153,0
7912,L,300.7,312.1,1512,36.9,153,0
5928,L,300.2,310.1,1649,30.5,43,0
4916,H,303.5,312.3,1386,49.0,35,0
4551,M,302.5,310.5,1507,40.2,201,0
9159,H,297.4,308.4,1487,46.2,150,0
6109,M,300.8,310.9,1678,28.1,63,0
2651,L,299.9,309.6,1280,59.3,163,0
4528,M,302.4,310.5,1372,45.7,144,1
8675,M,297.4,308.6,1528,29.1,163,0
4603,M,303.0,311.0,1409,41.7,120,0
2462,M,298.9,308.6,1517,39.8,114,0
1646,L,297.9,307.8,1538,38.5,123,0
8196,L,299.4,310.8,1376,53.9,215,1
900,H,295.6,306.2,1329,55.3,135,0
303,H,297.8,308.4,1512,35.1,138,0
1673,L,298.1,307.8,1432,49.8,198,0
2582,L,299.2,309.1,1345,60.7,191,1
3452,L,301.6,310.6,1455,43.9,0,0
9487,M,298.9,309.6,1472,46.0,199,0
1536,L,298.0,308.8,1581,36.1,73,0
3719,L,302.4,311.4,1450,44.1,56,0
7339,L,299.8,310.5,1496,38.8,215,0
669,L,297.5,308.9,1738,24.0,195,0
21,H,298.9,309.3,1375,42.7,58,0
8228,M,299.1,310.4,1524,51.4,66,0
7183,L,300.3,310.3,2158,16.8,32,0
2107,L,299.4,309.1,1645,28.6,57,0
8052,L,300.6,311.8,1652,27.2,52,0
616,L,298.1,309.9,1642,30.4,58,0
9889,M,298.8,309.6,1575,34.4,149,0
4639,L,303.1,311.3,1474,34.8,215,0
748,L,296.8,308.1,1356,48.3,201,0
5847,L,301.4,311.3,1674,33.3,46,0
3530,L,301.9,310.9,1567,39.0,214,1
3989,L,302.2,311.3,1554,40.2,118,0
8595,L,297.4,308.0,1356,51.9,184,0
6947,L,300.7,311.2,1486,46.8,56,0
4218,L,301.9,310.6,1462,38.8,22,0
2,L,298.2,308.7,1408,46.3,3,0
2167,M,299.6,309.2,1867,23.4,225,1
3104,L,299.8,309.1,1668,30.3,200,0
7831,H,299.9,311.2,1495,35.8,175,0
2045,L,299.3,309.1,1470,41.1,118,0
940,L,295.5,306.1,1488,40.7,31,0
3938,L,302.5,311.5,1802,26.4,192,0
340,M,297.5,308.2,1713,32.2,17,0
8681,L,297.2,308.5,1494,39.6,181,0
8401,L,298.6,309.6,1533,40.7,106,0
3784,H,302.2,310.8,1397,47.6,11,0
7709,L,300.5,311.4,1709,32.3,64,0
3764,L,302.3,311.0,1428,47.9,174,0
9652,M,299.1,310.0,1580,36.0,195,0
7494,L,300.2,311.7,1448,54.2,173,0
1871,L,298.3,308.0,1486,42.3,86,0
4620,H,303.1,311.3,2056,19.7,167,0
567,M,297.6,309.7,1541,33.7,165,0
9997,H,298.9,308.4,1632,31.8,17,0
373,M,297.4,308.3,1405,51.7,108,0
4745,L,303.3,311.3,1393,47.4,18,0
1888,M,297.9,307.5,1642,32.4,126,0
6953,L,300.8,311.3,1498,40.2,73,0
6562,L,301.5,310.7,1596,35.4,150,0
6703,M,301.6,310.8,1664,32.0,58,0
4983,L,303.7,313.0,1811,24.3,209,0
1783,L,298.4,308.0,1571,37.4,50,0
63,L,298.8,309.0,1829,22.9,172,0
4501,L,302.6,310.4,1638,36.2,84,0
9129,M,297.5,308.6,1486,45.9,78,0
7981,M,301.2,312.4,1505,39.6,102,0
7746,L,300.4,311.7,1460,39.6,162,0
1962,L,297.8,307.5,1448,51.2,107,0
7362,L,299.5,310.0,1502,38.5,52,0
7640,L,300.5,311.4,1466,41.8,112,0
6823,M,300.9,310.6,1709,29.2,158,0
1103,L,296.8,307.5,1347,54.8,43,0
6700,M,301.7,310.8,1516,40.4,48,0
5792,M,301.8,311.3,1542,40.1,142,0
6417,H,300.4,310.1,1484,38.0,198,0
5349,L,303.3,312.6,1623,34.6,102,0
1273,H,298.0,309.4,1562,38.1,58,0
1963,L,297.8,307.5,1391,48.6,109,0
7004,L,300.5,310.6,1540,46.7,206,0
9757,L,298.6,309.8,1597,35.9,213,0
1242,M,297.1,308.5,1621,32.4,194,0
7740,L,300.5,311.9,1576,31.1,149,0
2602,L,299.3,309.1,1399,52.1,27,0
7537,L,300.1,311.3,2579,12.5,64,1
269,H,297.9,308.0,1800,24.8,44,0
9238,M,298.1,308.8,1811,25.4,147,0
2918,L,300.6,309.5,1516,39.0,142,0
475,L,297.4,309.1,1478,49.8,150,0
9211,M,297.9,309.0,2456,13.9,82,0
8402,H,298.5,309.4,1671,31.8,108,0
4969,M,303.9,312.7,1485,43.3,174,0
4048,L,301.9,311.0,1455,46.0,29,0
6808,L,301.0,310.8,1549,41.4,121,0
9395,L,297.7,308.2,1334,53.0,156,0
8449,L,298.5,310.0,1492,41.2,19,0
8031,L,300.6,312.0,1490,42.2,3,0
7695,H,300.6,311.7,1500,36.7,17,0
5441,H,303.0,312.5,1698,30.0,89,0
1294,H,298.7,309.8,1582,33.4,121,0
5737,M,302.4,311.9,1439,36.6,212,0
5427,L,302.6,312.3,1554,42.0,58,0
4252,H,302.5,310.9,1356,55.5,101,1
3586,L,301.9,310.7,1947,25.0,137,0
4581,L,303.0,311.2,1494,37.0,67,0
6277,L,301.2,310.8,1233,64.6,45,0
1751,M,298.4,307.8,1617,31.6,173,0
9100,H,297.3,308.1,1477,52.3,2,0
6047,L,300.9,311.0,1316,56.5,120,0
6805,L,301.0,310.6,1588,33.7,114,0
7964,L,301.0,312.2,1510,39.9,61,0
512,L,297.5,309.3,1479,39.4,22,0
8132,H,299.9,311.2,1364,49.6,50,0
6670,L,301.4,310.5,1571,33.9,208,0
126,L,298.9,308.6,1560,32.2,118,0
3360,L,301.5,310.6,1525,41.9,204,0
4152,M,301.9,310.4,1373,48.0,73,1
9758,M,298.6,309.9,1517,34.0,215,0
4718,M,303.4,311.6,1425,45.4,184,0
8643,M,297.5,308.4,1596,36.6,80,0
122,L,298.9,308.7,1558,41.2,110,0
9994,L,298.8,308.4,1401,47.3,10,0
877,L,295.7,306.3,1915,22.4,79,0
3388,M,301.6,310.8,1290,65.3,63,0
4392,M,302.2,310.1,1368,51.6,12,1
456,L,297.4,308.7,1429,57.4,96,0
1908,L,297.9,307.6,1504,42.4,180,0
4850,M,303.5,312.0,1475,42.9,85,0
3320,L,301.4,310.4,1689,30.6,110,0
4873,L,303.7,312.4,1316,59.3,137,0
3488,M,301.8,310.8,1508,38.8,96,0
1384,M,298.9,310.2,1331,49.0,121,0
2464,L,298.9,308.5,1580,39.1,119,0
2232,L,299.4,308.6,1415,56.4,175,0
3031,M,300.4,309.6,1563,34.0,6,0
5079,M,304.3,313.4,1482,43.8,41,0
690,H,297.6,309.0,1354,55.6,46,0
1422,L,298.7,309.8,1589,31.8,217,0
7627,H,300.5,311.6,1351,53.5,78,0
7789,M,300.2,311.5,1547,40.9,66,0
9460,L,298.4,309.1,1579,36.1,123,0
1809,L,298.1,307.7,2567,12.8,125,1
2543,H,299.2,308.9,1712,26.4,95,0
6821,L,300.8,310.6,1551,34.5,153,0
9965,L,298.3,307.9,1766,26.5,145,0
1311,L,298.9,310.2,1498,50.2,160,0
3195,L,300.0,309.0,1454,51.7,2,0
2234,L,299.5,308.7,2549,13.0,179,1
8837,L,297.4,308.9,1708,28.8,174,0
4174,M,302.2,310.6,1346,49.2,134,1
3055,H,300.2,309.3,1342,48.7,68,0
5390,L,302.8,312.3,1366,49.1,221,0
7257,H,300.2,310.3,1408,42.5,0,0
6758,L,301.8,311.2,1822,26.2,204,0
2384,L,299.1,308.2,1568,33.3,123,0
7314,L,299.9,310.4,1408,38.4,144,0
4899,H,303.6,312.4,1460,53.7,214,0
3660,M,302.2,311.5,1734,25.0,116,0
4281,L,302.1,310.1,1753,28.9,176,0
8492,L,298.5,309.5,1579,38.6,126,0
7509,M,300.5,311.9,1730,27.5,209,0
8488,L,298.4,309.4,1392,50.1,117,0
6807,L,301.1,310.8,1608,32.9,119,0
2453,M,299.1,308.6,2329,14.6,95,0
1606,L,297.8,307.8,1396,42.5,23,0
7401,M,299.6,310.6,1633,34.2,151,0
6956,L,300.7,311.2,1399,47.9,80,0
4134,L,301.8,310.3,1765,27.3,29,0
3877,L,302.6,311.8,1627,31.8,23,0
554,M,297.4,309.3,1564,36.0,126,0
6752,M,301.7,311.0,1505,37.1,190,0
7127,M,300.6,310.0,1542,33.9,100,0
2839,L,300.3,309.3,1478,39.5,180,0
8635,L,297.3,308.3,1411,43.2,63,0
860,H,296.2,307.0,1542,40.6,28,0
9117,H,297.6,308.7,1659,32.1,49,0
5692,L,302.4,311.8,1320,56.4,100,0
8466,M,298.7,309.8,1475,40.5,59,0
1803,H,298.1,307.6,1496,44.1,104,0
2138,L,299.3,308.9,1623,31.1,152,0
3247,L,301.0,309.7,1468,42.0,141,0
5619,M,303.0,312.4,1645,29.6,129,0
1237,H,297.1,308.4,1359,46.6,176,0
6575,L,301.4,310.6,1578,33.0,181,0
4437,M,302.4,310.1,1577,35.8,136,0
2079,M,299.4,309.3,1692,28.4,201,0
9475,M,298.7,309.6,1455,46.8,162,0
1883,M,298.0,307.6,1581,43.4,113,0
7310,L,300.0,310.4,1505,44.9,133,0
2429,M,299.0,308.3,1377,47.2,35,0
4564,L,302.7,310.7,1977,20.0,21,0
484,L,297.4,309.0,1324,56.9,173,0
6290,L,301.0,310.5,1248,61.4,77,0
448,M,297.6,308.7,1376,59.9,74,0
6673,L,301.6,310.7,1424,50.5,214,0
5679,M,302.2,311.7,1584,36.2,63,0
4166,M,302.2,310.5,1507,40.4,111,0
7486,L,300.3,311.6,1595,38.8,154,0
4993,L,303.8,312.9,1573,34.6,14,0
4072,L,301.9,310.6,1331,68.6,85,1
4785,L,303.9,312.6,1642,32.3,127,0
3372,L,301.4,310.7,1989,21.8,19,0
38,L,298.8,309.1,1439,39.2,104,0
932,L,295.5,305.9,1542,36.2,12,0
5721,L,302.3,311.9,1434,51.9,173,0
5101,M,304.2,313.5,1437,47.2,102,0
3896,M,302.3,311.2,1546,40.0,71,0
1073,M,297.0,307.9,1414,46.2,165,0
4319,L,301.5,310.1,1541,42.2,52,0
8612,L,297.4,308.3,1472,45.5,2,0
4472,L,302.8,310.6,1670,29.1,2,0
1541,M,298.4,309.1,1525,39.3,86,0
8286,L,298.9,310.6,1387,52.7,2,0
7383,L,299.8,310.4,1698,28.3,103,0
1660,L,298.1,308.0,1697,31.0,164,0
8092,L,300.2,311.6,1375,56.9,155,0
8416,M,298.7,309.9,1434,53.0,144,0
9733,L,298.9,310.0,2231,17.4,151,0
2423,L,298.8,308.2,1443,53.4,21,0
1261,L,297.6,309.0,1528,33.8,22,0
5233,L,303.6,312.9,1381,57.8,27,0
3245,M,301.0,309.6,1397,48.0,135,0
1180,L,297.3,308.4,1441,43.4,14,0
1667,L,298.2,307.9,1551,36.0,186,0
1032,L,296.4,307.5,1549,36.1,58,0
219,L,298.3,308.6,1447,38.1,146,0
9333,M,298.5,309.0,1921,22.0,196,0
2752,L,299.7,309.1,1417,50.1,187,0
3591,L,301.8,310.6,1403,46.8,151,0
4492,H,302.6,310.4,1409,53.3,52,0
5992,L,300.7,310.7,1416,40.4,214,0
7411,L,299.9,311.0,1747,27.6,177,0
5911,M,300.8,310.3,1458,43.4,0,0
901,L,295.6,306.2,1569,35.1,140,0
7569,L,300.2,311.0,1627,33.7,147,0
7482,H,300.2,311.4,1506,36.1,141,0
1804,L,298.1,307.7,1388,40.3,109,0
3131,L,300.1,309.6,1760,25.4,55,0
7572,L,300.3,311.1,1606,30.9,156,0
7101,L,300.7,310.2,1569,32.8,31,0
2611,H,299.4,309.1,1547,40.9,50,0
5295,L,303.9,313.4,1442,48.5,174,0
388,L,297.7,308.7,1249,60.4,143,0
3212,L,300.3,309.2,1462,51.4,48,0
7542,M,300.3,311.5,1528,40.9,76,0
3918,L,302.6,311.7,1542,34.1,137,0
7589,L,300.4,311.1,2013,20.1,195,0
1240,H,297.2,308.5,1482,39.3,187,0
7551,M,300.3,311.4,1554,34.3,99,0
9001,L,297.0,307.9,1493,46.1,173,0
6554,L,301.4,310.8,1389,52.7,125,0
4112,M,302.0,310.6,1563,41.0,184,0
8410,L,298.5,309.6,1861,26.9,130,0
4478,L,302.6,310.3,1647,34.2,14,0
1892,L,297.7,307.4,1764,29.0,139,0
8467,L,298.7,309.8,1469,38.4,62,0
5565,L,302.4,311.8,1416,46.1,202,0
4162,H,301.9,310.3,1653,32.4,100,0
5421,L,302.6,312.3,1512,34.2,44,0
8430,L,299.0,310.3,1577,40.0,181,0
8334,M,298.8,309.7,1477,48.5,138,0
2644,M,299.8,309.4,1401,48.1,143,0
1553,L,298.5,308.9,1781,27.8,113,0
3291,L,301.2,310.2,1385,42.3,42,0
377,M,297.4,308.2,1401,51.9,117,0
2564,L,299.3,309.1,1496,37.2,149,0
7489,L,300.3,311.7,1545,43.5,160,0
6600,L,301.6,310.7,1494,39.5,24,0
9229,M,298.1,309.1,1572,37.5,126,0
301,L,297.8,308.4,1622,38.3,134,0
3759,M,302.2,311.0,1476,47.4,161,0
8371,L,298.8,309.8,1634,33.6,27,0
1011,M,296.2,307.2,1552,34.8,8,0
4440,M,302.4,310.2,1392,55.8,143,0
8573,M,297.7,308.5,1559,35.2,127,0
4972,L,303.8,312.7,1838,27.8,181,0
3076,M,300.1,309.2,1385,46.1,120,0
6478,L,300.5,309.7,1841,24.6,143,0
6944,L,300.7,311.3,1522,35.2,48,0
662,M,297.6,309.0,1427,45.6,179,0
7224,L,299.8,309.6,1374,51.6,137,0
7400,L,299.6,310.6,1642,35.1,149,0
3313,L,301.4,310.4,1639,28.9,94,0
3958,L,302.2,311.4,1510,44.9,33,0
7162,L,300.2,310.2,1440,42.9,191,0
1036,L,296.4,307.4,1403,48.4,70,0
2116,L,299.4,309.0,1404,47.3,86,0
8136,L,299.6,311.0,1554,36.3,62,0
2413,L,299.1,308.6,1408,46.7,196,0
9905,L,298.6,309.1,1537,35.7,198,0
7080,L,300.7,310.5,1445,41.1,201,0
6233,L,301.3,311.0,1576,30.4,151,0
6995,L,300.6,310.8,1375,53.2,179,0
2038,H,299.0,308.7,1940,19.9,98,0
1734,L,298.4,308.0,1515,42.8,125,0
2662,M,299.9,309.4,1509,42.8,190,0
6634,M,301.5,310.5,1737,29.3,114,0
1468,L,298.6,309.8,1544,30.2,113,0
1643,H,298.0,307.8,1588,35.4,114,0
2062,L,299.7,309.6,1359,50.7,161,0
6639,L,301.5,310.5,1453,44.2,129,0
798,L,296.8,307.7,1565,40.1,89,0
2660,H,299.8,309.3,1595,32.1,183,0
1824,L,298.1,307.7,1414,48.7,159,0
4081,L,302.0,310.4,1357,58.0,108,1
8112,M,300.4,311.8,1553,33.1,209,1
8044,L,300.7,311.9,1486,35.8,32,0
7110,L,300.9,310.5,1599,40.5,57,0
2214,L,299.7,309.1,1473,39.4,125,0
6765,L,301.4,310.9,1536,38.3,9,0
6911,L,300.8,311.2,1434,45.6,174,0
6126,L,300.9,310.9,1995,20.2,105,0
8812,L,297.2,308.5,1574,35.8,95,0
6621,M,301.6,310.7,1791,23.8,81,0
2012,L,298.7,308.5,1616,30.2,34,0
2124,L,299.3,309.0,1491,38.4,115,0
6467,L,300.4,309.7,1740,31.1,113,0
2039,L,299.0,308.8,1405,55.2,103,0
1872,L,298.3,308.1,1840,21.5,88,0
113,M,298.8,308.7,1498,39.5,89,0
7082,L,300.7,310.4,1366,52.6,205,0
8185,L,299.8,311.1,2144,17.7,190,0
1322,L,298.9,310.2,1362,53.0,185,0
160,L,298.4,308.2,1471,47.0,214,0
9327,L,298.6,309.3,1677,31.2,180,0
4202,L,302.4,311.0,2211,15.4,203,0
3314,L,301.4,310.4,1737,31.9,96,0
2903,M,300.6,309.4,1541,35.2,105,0
8686,H,297.2,308.5,1524,41.4,192,0
6044,M,300.7,310.9,1468,41.8,112,0
594,L,297.5,309.6,1312,50.7,0,0
7267,L,300.4,310.5,1578,32.8,26,0
9281,H,298.2,308.8,1470,43.3,61,0
2397,M,299.1,308.5,1592,34.2,153,0
5104,L,304.1,313.4,1399,43.7,111,0
4946,L,303.6,312.7,1418,44.1,118,0
4040,L,301.9,310.8,1567,39.3,9,0
2113,L,299.5,309.1,1852,22.6,77,0
8735,L,297.2,308.6,1392,41.5,108,0
9546,L,299.6,311.0,1430,38.3,124,0
6426,L,300.3,309.9,1393,56.1,12,0
6283,M,301.3,310.8,1418,45.4,59,0
4387,L,301.9,309.7,1719,31.9,0,0
7898,L,300.8,312.5,1434,50.7,121,0
7639,L,300.5,311.5,1661,35.9,110,0
8998,M,297.1,307.9,1609,38.9,166,0
1385,L,298.9,310.3,1484,43.8,124,0
4820,L,303.6,312.2,1696,30.7,5,0
8583,M,297.5,308.1,1334,72.0,151,1
5278,L,303.5,312.9,1501,44.0,128,0
2032,L,298.8,308.6,1331,62.8,81,0
88,L,299.0,309.0,1544,31.8,25,0
4641,L,303.1,311.2,1435,40.1,219,0
9160,M,297.5,308.6,1510,35.5,155,0
6897,M,301.0,311.6,1454,40.0,140,0
5466,L,302.9,312.4,1424,49.5,155,0
7949,L,300.8,311.7,1479,39.4,18,0
3020,L,300.5,309.8,1379,54.2,207,1
4597,L,303.0,311.2,1361,47.6,106,1
1072,L,296.9,307.8,1425,49.1,163,0
7787,L,300.3,311.5,1466,46.2,62,0
5370,H,303.0,312.5,1507,37.9,163,0
4321,L,301.7,310.3,1397,44.6,57,0
8813,M,297.2,308.4,1378,41.9,97,0
6410,L,300.3,310.0,1560,40.8,182,0
8995,M,297.1,307.9,1980,20.3,159,0
4476,L,302.7,310.5,1351,41.8,10,1
4789,H,303.7,312.6,1514,35.5,138,0
6879,H,300.9,311.2,1518,35.0,90,0
9760,L,298.5,309.7,1613,36.7,0,0
3584,L,301.8,310.7,1751,29.3,133,0
2510,L,299.0,308.9,1511,35.9,16,0
8006,L,300.8,312.0,1477,37.3,164,0
4507,M,302.4,310.1,1520,36.6,97,0
3971,M,302.3,311.4,1345,47.6,67,0
1542,L,298.4,309.0,2304,15.1,89,0
8339,L,298.8,309.7,1740,28.5,152,0
2960,M,300.7,309.4,1589,35.0,52,0
2987,L,300.6,309.8,1455,48.0,125,0
5377,H,302.8,312.3,1336,57.5,187,0
3083,M,300.0,309.3,1407,43.9,138,0
600,H,297.7,309.7,1616,31.1,20,0
2435,M,299.0,308.2,1358,42.7,50,0
5126,M,304.3,313.5,1416,48.1,167,0
266,L,298.0,308.1,1454,37.1,35,0
6443,L,300.7,310.2,1348,54.8,50,0
1028,M,296.3,307.4,1335,50.5,48,0
7191,L,300.3,310.3,1345,46.3,50,0
8219,L,299.1,310.5,1485,37.8,46,0
7076,L,300.7,310.5,1536,47.4,192,0
3429,L,301.6,310.6,1391,49.4,164,0
6936,L,300.7,311.2,1878,24.3,24,0
2472,L,298.9,308.4,1301,51.1,138,0
73,L,298.9,309.1,1369,44.4,198,0
7699,L,300.6,311.5,1419,38.6,31,0
4436,L,302.3,310.1,1321,52.7,134,1
8372,L,298.7,309.7,1881,21.7,29,0
4406,L,302.4,310.2,1331,45.5,53,1
1033,L,296.3,307.4,1648,34.0,60,0
9490,L,298.9,309.7,1407,41.9,207,0
6865,L,301.1,311.3,1268,60.0,53,0
5662,L,302.2,311.4,1397,53.0,17,0
5653,L,302.4,311.8,1727,26.5,213,0
5268,M,303.5,312.9,1438,42.8,106,0
630,L,298.3,310.1,1523,45.9,99,0
4023,L,302.1,310.9,1666,30.7,203,0
6493,M,300.8,309.9,1444,46.0,180,0
6251,L,300.8,310.2,1520,37.7,193,0
5227,L,303.9,313.0,1403,48.3,10,0
4334,L,301.6,309.8,1588,33.9,89,0
9390,L,297.6,308.0,1258,57.4,139,0
7526,H,300.1,311.5,1383,49.1,33,0
7693,H,300.5,311.6,1506,36.2,10,0
2956,M,300.7,309.5,1439,43.8,41,0
3350,L,301.4,310.7,1673,27.8,181,0
2559,M,299.2,309.0,1881,23.9,137,0
5400,H,302.8,312.4,1411,53.8,246,1
924,M,295.5,306.0,1423,45.3,205,0
7683,M,300.7,311.7,1412,49.1,219,0
5408,L,302.7,312.4,1954,24.8,13,0
6904,M,301.0,311.6,1609,35.8,156,0
5516,H,302.7,312.0,1484,41.5,65,0
9427,L,298.1,308.7,1341,55.7,30,0
5667,L,302.2,311.4,1430,43.1,29,0
9256,L,298.2,309.0,1651,31.5,197,0
3091,H,300.1,309.3,1448,45.8,163,0
9846,L,298.3,309.1,1421,47.4,33,0
7875,L,300.7,312.3,1548,37.9,58,0
8152,L,299.5,310.7,1472,40.9,104,0
3213,L,300.3,309.2,1649,32.4,50,0
8665,H,297.5,308.6,1355,58.9,138,0
2467,L,299.0,308.6,1429,37.7,126,0
3600,H,301.7,310.5,1388,50.5,176,0
5397,L,302.8,312.4,1523,39.7,239,0
7532,H,300.1,311.4,1377,56.7,50,0
2683,M,299.9,309.6,1364,44.4,20,0
1897,L,297.9,307.5,1574,35.8,153,0
6033,L,300.7,310.8,1754,27.7,84,0
8503,H,298.6,309.8,1279,55.9,152,0
8539,L,298.5,309.4,1548,37.7,43,0
3549,L,301.9,310.9,1616,34.5,46,0
8695,L,297.2,308.5,1766,25.8,7,0
5329,M,303.7,312.9,1406,41.9,48,0
7466,M,300.1,311.4,1390,52.1,94,0
6104,L,300.8,310.8,1407,45.1,51,0
5778,L,301.6,311.1,1408,44.4,106,0
29,L,299.1,309.4,1439,44.2,82,0
7802,L,300.0,311.4,1383,49.6,101,0
1862,M,297.9,307.6,1609,30.3,64,0
5167,H,304.2,313.5,1546,41.4,58,0
3316,M,301.5,310.6,1492,43.0,100,0
3121,H,300.1,309.4,1563,40.8,28,0
1258,L,297.5,308.9,1466,43.0,15,0
1540,M,298.5,309.2,1449,46.4,83,0
7186,L,300.3,310.4,1672,29.2,39,0
2073,L,299.6,309.5,1570,35.5,189,0
8594,M,297.4,308.0,1601,34.6,181,0
2302,M,299.2,308.6,1586,35.7,138,0
6067,L,301.0,311.0,1804,25.8,174,0
7072,H,300.7,310.6,1505,40.6,179,0
7331,H,299.8,310.2,1537,36.6,191,0
7309,L,300.0,310.4,1333,49.1,131,0
58,L,298.8,309.1,1513,40.3,160,0
831,L,296.6,307.4,1631,35.0,168,0
5734,L,302.3,311.8,1487,43.2,206,0
4812,M,303.4,312.0,1748,28.4,200,0
8525,L,298.3,309.4,1468,46.2,10,0
8986,L,297.1,307.8,1584,42.3,135,0
5239,L,303.7,313.0,1457,44.1,40,0
8311,L,298.7,309.9,1465,39.7,72,0
5418,L,302.6,312.4,1386,45.8,38,0
6015,H,300.8,310.8,1618,32.8,40,0
8554,M,298.1,309.0,1661,38.2,82,0
7126,L,300.7,310.1,1261,56.6,98,0
5736,L,302.4,311.8,1673,30.1,210,0
3164,L,300.4,309.8,1549,38.9,150,0
1467,L,298.7,309.8,1365,50.5,111,0
6125,M,300.9,310.9,1727,30.1,102,0
612,L,298.1,310.0,1553,40.9,49,0
5140,M,304.4,313.6,1510,38.9,199,0
7351,L,299.7,310.2,1469,39.5,26,0
1244,M,297.1,308.4,1432,53.4,199,0
7338,L,299.9,310.5,1539,32.8,213,0
8246,M,299.0,310.3,1303,68.6,111,1
991,L,296.2,307.0,1414,48.3,162,0
9591,M,299.2,310.4,1325,52.0,34,0
9691,M,298.9,310.0,1520,35.6,48,0
1825,L,298.1,307.5,1391,57.4,161,0
9008,L,297.4,308.0,1383,46.2,188,0
8168,H,299.7,311.1,1353,47.1,143,0
5577,H,302.4,312.0,1457,43.4,23,0
6985,M,300.7,311.0,1706,25.0,153,0
5134,L,304.1,313.2,1824,25.8,186,0
7810,M,300.0,311.4,1537,35.4,120,0
9402,M,297.7,308.2,1720,25.6,174,0
3754,L,302.2,311.0,1463,46.8,150,0
6664,L,301.3,310.4,1504,47.2,193,0
1914,M,298.0,307.8,1492,40.2,197,0
6502,M,300.9,310.0,1600,36.0,204,0
4345,H,301.8,309.9,1418,51.3,116,0
7054,H,300.7,310.5,1567,38.7,129,0
6945,M,300.7,311.3,1487,39.8,50,0
2897,M,300.7,309.5,1633,31.3,90,0
3050,L,300.1,309.2,1326,55.9,55,0
4932,M,303.3,312.1,1693,30.0,80,0
2845,L,300.3,309.2,1650,35.2,196,0
8868,L,297.9,308.9,1566,41.9,50,0
7574,L,300.3,311.1,1605,37.1,160,0
8091,L,300.1,311.4,1910,23.0,153,0
4578,L,303.0,311.2,1800,23.7,61,0
627,L,298.4,310.1,1533,35.2,92,0
1629,L,297.9,307.8,1451,38.2,80,0
705,L,297.7,308.9,1516,33.7,92,0
1379,H,298.8,310.2,1455,44.9,107,0
9108,M,297.5,308.5,1662,30.3,26,0
2844,L,300.3,309.2,1532,40.2,194,0
8655,M,297.4,308.4,1441,46.8,116,0
6710,L,301.4,310.6,1481,37.6,77,0
1831,L,297.8,307.3,1859,24.0,178,0
2343,M,299.2,308.2,1674,28.2,14,0
6735,M,301.6,310.9,1575,40.1,139,0
9383,L,297.5,308.2,1610,33.6,115,0
7634,L,300.4,311.5,1441,44.6,96,0
9259,H,298.3,309.0,1379,43.2,0,0
2427,M,298.9,308.2,1372,63.6,30,1
4547,M,302.5,310.4,1429,43.2,191,0
3538,M,302.0,311.0,1980,21.5,20,0
2754,L,299.7,309.1,1715,27.8,192,0
1369,H,298.8,310.3,1708,27.1,78,0
8014,M,300.9,312.0,1402,50.7,185,0
7666,L,300.5,311.6,1497,40.5,180,0
7235,M,299.8,310.0,1397,48.1,164,0
7232,L,299.8,309.9,1553,36.6,157,0
6147,M,301.1,311.1,1470,40.6,159,0
9764,M,298.6,309.6,1635,29.7,9,0
6888,L,300.8,311.3,1782,26.9,116,0
6354,M,300.0,309.6,1491,42.0,29,0
1018,L,296.3,307.2,1637,31.6,27,0
1597,L,298.0,308.1,1877,24.3,0,0
9973,L,298.6,308.2,1390,51.4,168,0
3979,L,302.2,311.3,1382,46.4,94,0
6021,L,300.7,310.8,1619,34.9,57,0
9817,M,298.5,309.2,1721,29.4,170,0
2596,M,298.8,308.6,1486,41.1,13,0
2770,M,300.0,309.6,1477,38.1,13,0
9284,M,298.3,309.0,1802,27.5,71,0
6120,L,300.9,311.1,1471,39.3,91,0
5336,M,303.3,312.4,1505,38.9,68,0
1785,L,298.3,308.0,2886,3.8,57,1
6402,M,300.0,309.6,1573,39.7,162,0
5495,L,302.8,312.4,1368,49.5,10,0
333,M,297.6,308.3,1538,40.2,0,0
3611,M,301.7,310.8,1594,32.4,204,0
4431,H,302.3,310.1,1688,30.4,115,0
4105,L,302.1,310.5,1389,49.6,169,0
6581,L,301.3,310.4,1507,39.1,194,0
211,L,298.4,308.7,1523,36.1,126,0
4487,M,302.6,310.5,1965,20.2,40,0
5085,L,304.1,313.1,1969,20.8,59,0
364,L,297.6,308.3,1438,47.8,84,0
1351,L,298.7,310.2,1436,47.5,32,0
