UDI,Rotational speed,Torque,Tool wear,y
4850,1475,42.9,85,0
4851,1441,56.8,88,0
4852,1363,51.8,90,1
4853,1619,34.9,92,0
4854,1487,34.0,94,0
4855,1568,33.8,96,0
4856,1375,46.2,98,0
4857,1698,31.3,100,0
4858,1606,37.4,103,0
4859,1349,51.0,105,0
4860,1535,38.6,107,0
4861,1504,49.5,109,0
4862,1946,21.1,112,0
4863,1326,55.7,114,0
4864,1915,22.3,116,0
4865,1451,43.4,119,0
4866,1624,34.8,121,0
4867,1781,28.7,124,0
4868,1345,54.1,126,0
4869,1418,46.0,128,0
4870,1718,26.5,130,0
4871,1631,28.5,132,0
4872,1513,40.1,135,0
4873,1316,59.3,137,0
4874,1474,38.8,139,0
4875,1619,30.9,142,0
4876,1702,31.2,144,0
4877,1540,37.4,146,0
4878,1546,33.7,149,0
4879,1348,51.0,152,0
4880,1520,35.6,154,0
4881,1527,41.9,159,0
4882,1406,47.1,162,0
4883,1462,46.2,165,0
4884,1684,29.3,167,0
4885,1655,28.0,170,0
4886,1748,25.1,175,0
4887,1372,45.7,180,0
4888,1481,33.3,182,0
4889,1512,39.2,184,0
4890,1632,36.6,186,0
4891,1525,43.9,188,0
4892,1756,26.4,190,0
4893,1922,23.1,193,0
4894,1448,44.3,195,0
4895,1447,46.6,198,0
4896,1597,33.4,203,0
4897,1642,32.3,206,0
4898,1525,38.0,209,0
4899,1460,53.7,214,0
4900,2168,17.7,219,0
4901,1388,41.9,221,0
4902,1630,32.4,223,0
4903,1616,29.3,226,0
4904,2232,16.8,0,0
4905,1480,50.7,2,0
4906,1363,53.1,7,0
4907,1436,45.6,9,0
4908,1607,33.7,14,0
4909,1459,48.2,17,0
4910,1481,43.7,20,0
4911,1606,31.7,22,0
4912,1681,29.8,25,0
4913,1511,37.1,27,0
4914,1593,35.2,29,0
4915,1532,41.7,32,0
4916,1386,49.0,35,0
4917,1769,27.9,40,0
4918,1561,38.2,45,0
4919,1457,40.7,48,0
4920,1506,40.0,50,0
4921,1337,69.4,52,1
4922,1287,54.8,54,0
4923,1615,35.7,56,0
4924,1972,23.5,59,0
4925,1522,42.1,62,0
4926,1680,30.6,67,0
4927,1502,36.0,69,0
4928,1543,33.3,71,0
4929,1584,35.2,74,0
4930,1340,44.5,76,0
4931,1663,33.9,78,0
4932,1693,30.0,80,0
4933,1418,44.7,83,0
4934,1554,36.8,85,0
4935,1580,35.8,90,0
4936,1479,42.8,92,0
4937,1284,70.6,94,1
4938,1540,38.7,96,0
4939,1606,30.1,98,0
4940,1286,62.4,101,0
4941,1502,39.5,103,0
4942,1699,31.5,105,0
4943,1602,34.2,108,0
4944,1436,42.0,110,0
4945,1765,27.5,115,0
4946,1418,44.1,118,0
4947,1669,31.7,120,0
4948,1395,53.9,123,0
4949,1500,41.7,125,0
4950,1555,33.4,128,0
4951,1919,20.2,131,0
4952,1596,36.6,134,0
4953,1374,53.6,136,0
4954,1670,26.1,139,0
4955,1702,29.1,141,0
4956,1366,45.1,143,0
4957,2344,15.2,146,0
4958,1768,23.9,149,0
4959,1523,47.0,152,0
4960,1735,25.9,154,0
4961,1339,62.3,156,0
4962,1800,24.3,158,0
4963,1456,51.2,160,0
4964,1789,24.4,163,0
4965,1602,33.9,165,0
4966,1364,49.3,167,0
4967,1793,28.1,170,0
4968,1426,53.4,172,0
4969,1485,43.3,174,0
4970,1528,38.4,177,0
4971,1565,36.0,179,0
4972,1838,27.8,181,0
4973,1811,24.9,183,0
4974,1461,38.2,188,0
4975,1414,41.7,190,0
4976,1426,45.5,192,0
4977,1359,56.8,194,1
4978,1540,44.8,196,0
4979,1429,47.7,198,0
4980,1612,36.3,200,0
4981,1685,31.8,203,0
4982,1558,37.7,206,0
4983,1811,24.3,209,0
4984,1869,25.8,211,0
4985,1256,58.7,213,1
4986,1789,23.5,215,0
4987,1502,40.5,0,0
4988,1303,54.4,2,0
4989,2497,13.0,5,1
4990,1499,37.4,7,0
4991,1393,46.5,9,0
4992,1475,41.0,11,0
4993,1573,34.6,14,0
4994,1819,23.7,16,0
4995,1642,29.4,18,0
4996,1540,39.8,21,0
4997,1400,43.2,23,0
4998,2659,11.4,26,1
4999,1825,25.2,29,0
5000,1532,41.3,32,0
5001,1832,23.6,35,0
5002,2174,17.6,37,0
5003,1627,31.7,40,0
5004,1437,51.3,42,0
5005,1364,46.3,44,0
5006,1444,52.7,46,0
5007,1366,47.3,49,0
5008,1442,48.3,52,0
5009,1488,42.8,54,0
5010,1523,40.7,59,0
5011,1543,38.3,61,0
5012,1634,33.8,63,0
5013,1815,27.8,66,0
5014,1594,35.2,69,0
5015,1452,38.6,72,0
5016,1759,28.4,74,0
5017,1408,47.5,76,0
5018,1483,45.0,78,0
5019,1620,36.6,80,0
5020,1466,39.5,83,0
5021,1556,36.3,86,0
5022,1350,61.1,88,0
5023,1404,47.1,90,0
5024,1575,34.5,92,0
5025,1639,29.0,95,0
5026,1473,42.8,97,0
5027,1481,40.0,100,0
5028,1294,54.6,102,0
5029,1630,29.3,104,0
5030,1624,39.8,107,0
5031,1437,48.3,110,0
5032,1514,45.0,113,0
5033,1694,31.4,116,0
5034,1564,50.9,119,0
5035,1514,41.1,121,0
5036,1500,40.6,124,0
5037,1615,37.8,127,0
5038,1586,41.1,129,0
5039,1732,28.5,132,0
5040,1689,32.5,134,0
5041,1586,34.6,139,0
5042,1314,47.1,144,0
5043,1569,35.8,146,0
5044,1468,39.4,148,0
5045,1412,47.5,150,0
5046,1510,46.9,152,0
5047,1410,42.4,155,0
5048,1680,29.3,158,0
5049,1271,68.6,161,1
5050,1472,45.5,166,0
5051,1701,30.4,171,0
5052,1480,39.9,176,0
5053,1433,48.4,178,0
5054,1514,34.3,180,0
5055,1619,35.7,182,0
5056,1378,45.6,184,0
5057,1430,53.5,189,0
5058,1367,49.9,192,0
5059,1526,42.5,194,0
5060,1419,47.9,196,0
5061,1542,42.7,198,0
5062,1363,62.5,200,1
5063,1313,53.9,202,0
5064,1495,46.6,0,0
5065,1407,42.1,5,0
5066,1566,37.2,7,0
5067,1550,30.9,9,0
5068,1396,50.5,11,0
5069,1540,39.0,14,0
5070,1380,48.7,17,0
5071,1608,31.1,20,0
5072,1442,40.9,23,0
5073,1408,45.3,28,0
5074,1454,46.8,30,0
5075,1666,34.6,33,0
5076,1366,46.6,35,0
5077,1464,44.9,37,0
5078,1775,24.9,39,0
5079,1482,43.8,41,0
5080,1411,54.8,44,0
5081,1410,51.6,47,0
5082,1494,39.0,49,0
5083,1590,43.4,52,0
5084,1327,54.1,57,0
5085,1969,20.8,59,0
5086,1377,56.0,61,0
5087,1541,45.9,64,0
5088,1685,28.2,66,0
5089,1465,41.0,69,0
5090,1483,47.2,71,0
5091,1570,40.7,74,0
5092,1345,48.2,77,0
5093,1608,40.6,79,0
5094,1415,52.8,82,0
5095,1470,45.8,85,0
5096,1428,39.9,88,0
5097,1627,32.2,91,0
5098,1457,49.4,96,0
5099,1475,40.2,98,0
5100,1438,50.1,100,0
5101,1437,47.2,102,0
5102,1518,42.4,105,0
5103,1587,33.6,108,0
5104,1399,43.7,111,0
5105,1469,44.6,113,0
5106,1374,56.6,115,0
5107,1519,36.7,117,0
5108,1540,44.4,119,0
5109,1394,51.6,121,0
5110,1389,45.8,123,0
5111,1732,26.2,126,0
5112,1556,37.4,129,0
5113,1441,43.7,131,0
5114,1382,46.7,134,0
5115,1481,44.9,136,0
5116,2113,18.4,139,0
5117,1401,53.9,142,0
5118,1611,31.4,144,0
5119,1512,33.4,146,0
5120,1411,46.0,149,0
5121,1424,43.7,151,0
5122,1469,40.0,154,0
5123,1684,29.8,156,0
5124,1532,41.3,161,0
5125,1557,37.3,164,0
5126,1416,48.1,167,0
5127,1802,25.4,170,0
5128,2245,15.1,172,0
5129,1434,42.5,175,0
5130,1725,28.3,177,0
5131,1668,35.7,180,0
5132,1452,43.9,182,0
5133,1415,50.0,184,0
5134,1824,25.8,186,0
5135,1438,45.5,188,0
5136,1883,24.5,190,0
5137,1735,28.9,192,0
5138,1464,36.7,194,0
5139,1489,40.3,196,0
5140,1510,38.9,199,0
5141,1585,32.1,202,0
5142,1509,35.0,205,1
5143,1568,39.1,0,0
5144,1525,42.0,2,0
5145,1607,33.5,5,0
5146,1670,32.9,7,0
5147,1585,38.9,9,0
5148,1569,38.4,11,0
5149,1507,43.1,13,0
5150,1452,41.5,15,0
5151,1590,29.8,17,0
5152,1409,56.0,19,0
5153,2643,12.7,21,0
5154,1644,31.7,23,0
5155,1568,37.6,25,0
5156,1625,37.3,27,0
5157,1482,41.4,32,0
5158,1397,49.6,34,0
5159,1459,50.3,39,0
5160,1490,44.0,41,0
5161,1434,50.1,43,0
5162,2028,18.9,45,0
5163,1464,45.9,48,0
5164,1713,23.5,50,0
5165,1624,32.1,53,0
5166,1421,43.4,56,0
5167,1546,41.4,58,0
5168,1639,32.7,63,0
5169,1696,29.6,65,0
5170,1470,39.9,70,0
5171,1480,38.4,72,0
5172,1329,54.5,75,0
5173,1740,28.2,78,0
5174,1739,28.1,80,0
5175,1390,47.8,83,0
5176,1740,23.7,86,0
5177,1844,27.1,88,0
5178,1388,53.2,91,0
5179,1517,43.1,96,0
5180,1450,42.8,101,0
5181,1584,38.7,104,0
5182,1720,28.7,106,0
5183,1586,31.9,108,0
5184,1901,22.5,110,0
5185,1397,42.4,113,0
5186,2012,21.1,115,0
5187,2354,15.0,117,0
5188,1648,35.7,119,0
5189,1632,30.6,121,0
5190,1427,46.9,123,0
5191,1452,48.0,126,0
5192,1416,46.0,128,0
5193,1310,62.9,130,0
5194,1408,39.8,132,0
5195,1668,34.4,137,0
5196,1551,36.8,140,0
5197,1517,36.0,142,0
5198,1570,35.8,147,0
5199,1428,53.3,152,0
5200,1503,40.0,154,0
5201,1416,58.7,156,0
5202,1396,47.3,158,0
5203,1335,51.1,161,0
5204,1671,30.5,163,0
5205,1989,22.4,166,0
5206,1468,43.3,168,0
5207,1711,27.6,170,0
5208,1488,41.3,175,0
5209,1664,29.3,178,0
5210,1507,38.5,180,0
5211,1466,42.5,183,0
5212,1433,53.6,185,0
5213,1397,45.7,187,0
5214,1429,43.3,189,0
5215,1572,37.2,192,0
5216,1532,42.7,194,0
5217,1316,51.8,197,0
5218,1420,47.9,200,0
5219,1589,37.2,203,0
5220,1365,59.9,205,1
5221,1633,32.9,207,0
5222,1626,31.4,209,0
5223,1665,29.6,0,0
5224,1350,47.2,2,0
5225,1590,31.9,5,0
5226,1437,53.9,7,0
5227,1403,48.3,10,0
5228,1440,41.1,12,0
5229,1343,61.4,14,0
5230,1790,26.7,17,0
5231,2117,18.6,22,0
5232,1458,42.2,25,0
5233,1381,57.8,27,0
5234,1450,45.3,29,0
5235,1461,50.1,31,0
5236,1511,41.0,33,0
5237,1394,45.4,36,0
5238,1499,42.3,38,0
5239,1457,44.1,40,0
5240,1753,29.0,42,0
5241,1694,28.0,44,0
5242,1683,28.4,46,0
5243,1496,47.4,48,0
5244,1721,34.8,50,0
5245,1593,31.6,52,0
5246,1575,38.3,54,0
5247,1465,41.0,56,0
5248,1405,38.3,58,0
5249,1902,21.6,60,0
5250,1422,39.9,63,0
5251,1332,52.9,66,0
5252,1307,54.3,68,0
5253,1322,59.5,71,0
5254,1547,40.3,73,0
5255,1897,23.6,75,0
5256,1403,51.9,77,0
5257,1393,51.6,80,0
5258,1482,38.5,82,0
5259,1572,44.7,84,0
5260,1544,36.9,87,0
5261,1492,46.1,89,0
5262,1513,35.8,92,0
5263,1449,43.9,94,0
5264,1877,22.3,96,0
5265,1376,53.4,98,0
5266,1883,23.3,100,0
5267,1518,38.7,103,0
5268,1438,42.8,106,0
5269,1389,54.1,109,0
5270,1504,44.8,111,0
5271,1275,64.4,113,0
5272,1534,39.7,115,0
5273,1396,38.2,117,0
5274,1395,44.1,120,0
5275,1617,30.9,122,0
5276,1423,41.2,124,0
5277,1606,34.0,126,0
5278,1501,44.0,128,0
5279,1618,30.4,130,0
5280,1522,35.8,133,0
5281,1480,41.4,135,0
5282,1469,39.9,137,0
5283,1381,52.4,140,0
5284,1525,41.9,145,0
5285,1732,29.6,147,0
5286,1523,39.8,150,0
5287,1422,42.4,152,0
5288,1506,46.9,154,0
5289,1531,39.4,159,0
5290,1507,34.3,161,0
5291,1526,40.7,164,0
5292,1406,52.1,166,0
5293,1567,35.0,168,0
5294,1464,49.1,171,0
5295,1442,48.5,174,0
5296,1336,47.8,176,0
5297,1379,50.2,178,0
5298,1406,48.6,183,0
5299,2130,18.1,185,0
5300,1355,49.1,188,0
5301,1710,26.5,190,0
5302,1309,55.8,193,0
5303,1491,37.2,195,0
5304,1481,44.1,197,0
5305,1425,49.3,199,0
5306,1680,29.1,201,0
5307,1612,31.7,206,0
5308,1530,34.8,211,0
5309,1481,42.6,213,0
5310,1422,48.0,215,1
5311,1427,43.0,0,0
5312,1460,49.8,2,0
5313,1873,23.5,7,0
5314,1566,32.6,9,0
5315,1701,30.8,12,0
5316,1710,27.2,14,0
5317,1689,33.1,16,0
5318,1637,32.9,19,0
5319,1496,39.0,21,0
5320,1402,47.0,23,0
5321,1363,45.5,26,0
5322,1576,49.9,28,0
5323,1357,55.3,31,0
5324,1399,48.4,34,0
5325,1526,30.8,37,0
5326,1694,27.3,40,0
5327,1420,49.1,42,0
5328,2116,16.7,45,0
5329,1406,41.9,48,0
5330,1456,45.5,51,0
5331,1588,31.9,53,0
5332,1448,44.5,55,0
5333,1403,46.2,57,0
5334,1405,51.6,62,0
5335,2706,9.8,65,1
5336,1505,38.9,68,0
5337,1663,33.7,71,0
5338,1482,44.4,73,0
5339,1674,32.7,76,0
5340,1594,32.8,79,0
5341,1393,49.3,82,0
5342,1404,55.8,84,0
5343,1375,45.7,89,0
5344,1607,38.4,92,0
5345,1360,50.8,94,0
5346,1524,39.4,96,0
5347,1534,35.5,98,0
5348,1262,63.8,100,0
5349,1623,34.6,102,0
5350,1642,33.6,104,0
5351,1622,35.1,107,0
5352,1530,34.5,110,0
5353,1590,36.3,113,0
5354,1589,34.0,116,0
5355,1462,37.5,118,0
5356,1328,49.8,120,0
5357,1692,29.0,125,0
5358,1968,20.6,130,0
5359,1827,24.2,132,0
5360,1397,47.1,137,0
5361,1463,44.0,140,0
5362,1643,30.7,142,0
5363,1281,57.0,144,0
5364,1518,39.9,146,0
5365,1601,35.3,148,0
5366,1548,36.4,150,0
5367,1404,40.6,152,0
5368,1766,26.7,157,0
5369,1667,30.0,160,0
5370,1507,37.9,163,0
5371,1627,37.1,168,0
5372,1435,47.7,173,0
5373,1509,46.8,175,0
5374,1809,25.0,180,0
5375,1515,40.8,183,0
5376,1530,34.9,185,0
5377,1336,57.5,187,0
5378,2030,19.1,192,0
5379,1550,36.9,194,0
5380,1446,41.7,196,0
5381,1494,37.5,198,0
5382,1651,27.0,200,0
5383,1698,33.8,202,0
5384,1504,40.3,204,0
5385,1421,46.0,206,0
5386,1754,26.9,209,0
5387,1469,42.0,214,0
5388,1433,50.0,216,0
5389,1432,49.0,218,0
5390,1366,49.1,221,0
5391,1483,47.2,223,0
5392,1572,34.4,228,0
5393,1481,40.2,230,0
5394,1473,42.6,232,0
5395,1262,70.5,234,1
5396,1529,36.8,237,0
5397,1523,39.7,239,0
5398,1416,42.7,241,0
5399,1923,23.9,244,0
5400,1411,53.8,246,1
5401,1477,46.3,251,1
5402,1454,54.8,253,1
5403,1421,48.5,0,0
5404,1858,25.4,2,0
5405,1422,46.1,4,0
5406,1444,48.7,9,0
5407,1360,47.8,11,0
5408,1954,24.8,13,0
5409,1628,33.0,15,0
5410,1433,44.2,17,0
5411,1417,51.5,19,0
5412,1462,39.4,22,0
5413,1328,59.9,24,0
5414,1527,36.4,26,0
5415,1534,34.3,31,0
5416,1410,50.3,33,0
5417,1660,30.3,36,0
5418,1386,45.8,38,0
5419,1398,41.6,40,0
5420,1321,53.4,42,0
5421,1512,34.2,44,0
5422,1566,36.6,46,0
5423,1422,44.5,49,0
5424,1647,31.8,52,0
5425,1377,45.5,54,0
5426,1775,27.9,56,0
5427,1554,42.0,58,0
5428,1423,51.9,60,0
5429,1453,47.3,62,0
5430,1590,34.4,64,0
5431,1694,28.4,66,0
5432,1462,43.4,68,0
5433,1392,46.2,70,0
5434,1550,45.5,72,0
5435,1629,30.4,74,0
5436,1524,42.1,76,0
5437,1679,30.9,79,0
5438,1394,46.4,82,0
5439,1683,32.1,85,0
5440,1626,30.5,87,0
5441,1698,30.0,89,0
5442,1392,42.9,94,0
5443,1353,51.8,97,0
5444,1426,46.8,99,0
5445,2024,19.9,102,0
5446,1648,32.1,104,0
5447,1511,40.1,107,0
5448,1465,44.1,109,0
5449,1551,41.8,111,0
5450,2329,15.1,113,0
5451,1435,41.9,115,0
5452,1361,48.8,120,0
5453,1553,35.8,122,0
5454,1451,42.1,125,0
5455,1461,40.2,127,0
5456,1895,23.5,129,0
5457,1567,32.9,132,0
5458,1602,33.7,135,0
5459,1514,42.1,138,0
5460,1453,49.1,140,0
5461,1526,36.1,142,0
5462,1339,52.1,145,0
5463,1889,22.8,148,0
5464,1561,34.8,150,0
5465,1659,33.1,152,0
5466,1424,49.5,155,0
5467,1426,44.7,157,0
5468,1383,51.4,160,0
5469,1764,29.9,162,0
5470,1439,42.5,164,0
5471,1585,35.5,167,0
5472,1346,61.2,170,0
5473,1386,57.8,172,0
5474,1369,51.8,174,0
5475,1378,46.9,176,0
5476,1336,46.8,179,0
5477,1445,42.0,181,0
5478,1763,26.5,184,0
5479,1611,34.1,186,0
5480,1564,32.1,188,0
5481,1478,36.0,191,0
5482,1781,28.5,196,0
5483,1782,26.8,198,0
5484,2000,21.9,200,0
5485,1826,25.3,203,0
5486,1344,51.0,206,0
5487,1520,43.0,208,0
5488,1611,39.9,210,0
5489,1450,52.1,213,1
5490,1499,35.0,215,0
5491,1288,68.5,0,1
5492,1350,58.6,2,0
5493,1334,50.9,5,0
5494,1376,57.1,8,0
5495,1368,49.5,10,0
5496,1357,55.0,12,0
5497,1924,24.0,17,0
5498,1551,40.0,20,0
5499,1903,21.2,23,0
5500,1417,48.7,26,0
5501,1601,35.2,31,0
5502,1543,37.5,33,0
5503,1439,52.3,35,0
5504,1657,29.3,37,0
5505,1458,51.0,42,0
5506,1746,27.4,44,0
5507,1677,30.5,46,0
5508,1520,39.9,48,0
5509,1367,55.1,50,0
5510,1509,36.5,52,0
5511,1418,51.4,54,0
5512,1958,20.3,56,0
5513,1682,30.9,58,0
5514,1452,50.3,60,0
5515,1828,24.0,63,0
5516,1484,41.5,65,0
5517,1674,32.2,70,0
5518,1448,49.5,72,0
5519,2023,19.1,74,0
5520,1452,47.4,77,0
5521,1496,45.0,79,0
5522,1397,46.9,82,0
5523,1453,39.1,84,0
5524,1524,34.8,86,0
5525,1633,30.9,89,0
5526,1363,45.7,91,0
5527,1520,44.9,94,0
5528,1532,38.8,96,0
5529,1384,50.9,99,0
5530,1539,39.9,101,0
5531,1355,50.1,104,0
5532,1504,37.3,107,0
5533,1476,46.6,110,0
5534,1721,26.9,112,0
5535,1494,37.1,114,0
5536,1465,43.5,117,0
5537,1363,54.0,119,1
5538,1648,30.0,122,0
5539,1879,23.0,124,0
5540,1482,39.0,127,0
5541,1493,38.4,132,0
5542,1433,42.2,134,0
5543,1400,41.6,136,0
5544,1255,59.0,138,0
5545,1471,45.6,140,0
5546,1357,44.2,142,0
5547,1453,41.2,147,0
5548,1540,28.9,149,0
5549,1605,35.2,152,0
5550,1374,52.4,154,0
5551,1508,42.3,159,0
5552,1366,47.3,162,0
5553,1579,35.7,167,0
5554,1306,59.7,172,0
5555,1521,40.2,174,0
5556,1411,44.2,177,0
5557,1357,42.0,179,0
5558,1436,43.5,184,0
5559,1553,40.1,187,0
5560,1451,43.2,189,0
5561,1541,37.9,192,0
5562,1341,46.3,194,0
5563,1648,32.1,197,0
5564,1640,31.5,199,0
5565,1416,46.1,202,0
5566,1671,29.9,204,0
5567,1457,45.5,206,0
5568,1445,54.8,0,0
5569,1534,38.6,3,0
5570,1508,36.9,5,0
5571,1492,47.7,7,0
5572,1562,37.9,10,0
5573,1545,36.4,12,0
5574,1738,25.3,14,0
5575,1305,49.1,16,0
5576,1477,39.7,18,0
5577,1457,43.4,23,0
5578,1455,40.4,28,0
5579,1574,38.7,30,0
5580,1695,27.1,32,0
5581,1458,38.8,34,0
5582,1454,47.6,37,0
5583,2052,18.9,40,0
5584,1673,29.9,42,0
5585,1578,29.9,44,0
5586,1642,29.1,46,0
5587,1557,31.5,49,0
5588,1481,42.9,52,0
5589,1566,37.6,54,0
5590,1298,57.5,57,0
5591,1340,59.4,60,0
5592,1574,33.8,63,0
5593,1437,46.7,65,0
5594,1354,48.0,67,0
5595,1598,35.5,69,0
5596,1944,21.4,71,0
5597,1538,36.7,74,0
5598,1501,37.0,77,0
5599,1441,52.1,79,0
5600,1652,31.0,81,0
5601,1487,36.6,84,0
5602,1605,33.9,86,0
5603,1334,54.7,88,0
5604,1340,57.8,90,0
5605,1513,37.8,92,0
5606,1510,41.4,94,0
5607,1729,23.6,96,0
5608,1745,25.5,98,0
5609,1623,31.6,101,0
5610,1378,50.1,104,0
5611,1407,41.2,107,0
5612,1674,29.5,109,0
5613,1486,42.4,112,0
5614,1483,38.8,114,0
5615,1624,28.8,117,0
5616,1257,71.3,122,1
5617,1480,41.4,125,0
5618,1404,61.5,127,1
5619,1645,29.6,129,0
5620,1932,21.9,132,0
5621,1533,38.5,134,0
5622,1292,54.4,136,0
5623,1571,40.6,139,0
5624,1578,36.3,141,0
5625,1469,36.9,143,0
5626,1728,24.4,146,0
5627,1603,32.5,148,0
5628,1597,39.8,153,0
5629,1688,32.0,155,0
5630,1405,51.4,157,0
5631,1615,32.9,159,0
5632,1515,36.8,162,0
5633,1376,52.8,164,0
5634,1447,47.5,166,0
5635,1353,56.5,168,0
5636,1502,47.3,171,0
5637,1447,45.5,173,0
5638,1487,46.1,175,0
5639,1519,38.1,178,0
5640,1668,28.7,180,0
5641,1420,51.6,182,0
5642,1473,37.3,184,0
5643,1495,38.8,186,0
5644,1574,42.0,188,0
5645,1383,51.3,190,0
5646,1591,29.4,192,0
5647,1644,37.2,195,0
5648,2370,14.7,198,0
5649,1401,44.9,203,0
5650,1414,51.6,205,0
5651,1456,46.3,208,0
5652,1447,45.7,210,0
5653,1727,26.5,213,0
5654,1495,36.8,215,0
5655,1544,34.3,0,0
5656,1387,47.3,2,0
5657,1316,47.2,4,0
5658,1794,26.1,7,0
5659,1372,55.1,9,0
5660,1674,30.0,12,0
5661,1477,41.7,15,0
5662,1397,53.0,17,0
5663,1616,34.0,19,0
5664,1530,42.3,21,0
5665,1539,35.1,24,0
5666,1845,21.9,27,0
5667,1430,43.1,29,0
5668,2080,19.2,31,0
5669,1432,45.3,33,0
5670,1479,39.5,36,0
5671,1424,45.2,39,0
5672,1534,37.2,41,0
5673,1701,26.2,46,0
5674,1462,50.0,51,0
5675,1393,42.5,53,0
5676,1453,42.5,56,0
5677,1565,37.8,59,0
5678,1281,51.7,61,0
5679,1584,36.2,63,0
5680,1466,49.0,66,0
5681,1386,50.5,69,0
5682,1383,44.3,72,0
5683,1441,53.9,74,0
5684,1592,37.7,79,0
5685,1594,36.8,82,0
5686,1482,45.6,87,0
5687,1658,31.4,89,0
5688,2170,18.2,91,0
5689,1423,44.6,93,0
5690,1543,31.1,96,0
5691,1435,44.8,98,0
5692,1320,56.4,100,0
5693,1313,55.7,102,0
5694,1453,42.1,105,0
5695,1508,45.7,108,0
5696,1451,42.0,110,0
5697,1595,34.6,112,0
5698,1354,49.4,117,0
5699,1265,59.8,119,0
5700,1867,25.9,121,0
5701,1497,41.6,123,0
5702,1347,54.3,125,0
5703,1544,43.2,128,0
5704,1456,45.4,130,0
5705,1335,52.7,135,0
5706,1452,43.1,137,0
5707,1290,70.0,139,1
5708,1448,43.4,141,0
5709,1611,38.6,143,0
5710,1556,38.6,145,0
5711,1413,46.5,147,0
5712,1545,35.9,152,0
5713,1330,54.6,154,0
5714,1596,38.0,156,0
5715,1618,36.0,158,0
5716,1597,35.8,160,0
5717,1354,52.2,165,0
5718,1746,28.1,167,0
5719,1621,32.5,169,0
5720,1398,43.3,171,0
5721,1434,51.9,173,0
5722,1443,43.4,175,0
5723,1488,44.6,178,0
5724,1475,48.0,180,0
5725,1433,50.3,183,0
5726,1557,34.1,185,0
5727,1398,50.1,188,0
5728,1559,34.4,191,0
5729,1422,46.4,194,0
5730,1463,35.7,197,0
5731,1793,25.3,200,0
5732,1872,20.4,202,0
5733,1412,44.5,204,0
5734,1487,43.2,206,0
5735,1369,56.2,208,1
5736,1673,30.1,210,0
5737,1439,36.6,212,0
5738,1574,42.8,215,0
5739,1281,48.8,0,0
5740,1653,31.4,2,0
5741,1535,38.3,5,0
5742,1483,40.5,8,0
5743,1414,47.0,11,0
5744,1379,42.9,13,0
5745,1482,42.6,16,0
5746,1987,20.1,21,0
5747,1635,31.6,23,0
5748,1533,39.4,26,0
5749,1576,34.0,28,0
5750,1330,62.4,31,0
5751,1981,21.8,36,0
5752,1475,42.8,38,0
5753,1804,25.0,43,0
5754,1416,54.1,48,0
5755,1727,27.7,50,0
5756,1391,49.2,52,0
5757,1366,52.3,54,0
5758,1366,55.6,57,0
5759,1501,40.8,59,0
5760,1551,35.8,61,0
5761,1522,35.6,63,0
5762,1369,49.8,66,0
5763,1334,52.3,68,0
5764,1451,39.4,70,0
5765,1589,37.9,75,0
5766,1708,30.5,77,0
5767,1413,42.6,79,0
5768,1415,46.5,82,0
5769,1421,45.9,85,0
5770,1348,51.0,87,0
5771,1408,42.9,89,0
5772,1525,43.7,91,0
5773,1706,29.9,93,0
5774,1395,46.8,95,0
5775,1602,34.3,100,0
5776,1907,21.5,102,0
5777,1325,49.2,104,0
5778,1408,44.4,106,0
5779,1489,41.4,108,0
5780,1680,29.2,111,0
5781,1517,42.4,113,0
5782,1618,36.7,115,0
5783,1455,39.8,118,0
5784,1543,36.4,120,0
5785,1399,41.8,125,0
5786,1469,37.2,128,0
5787,1521,36.7,130,0
5788,1584,38.8,132,0
5789,1443,43.3,134,0
5790,1416,49.0,136,0
5791,1563,34.5,139,0
5792,1542,40.1,142,0
5793,1624,31.6,145,0
5794,1471,44.2,148,0
5795,1492,40.8,150,0
5796,1465,39.9,153,0
5797,1399,55.1,156,0
5798,1431,42.6,158,0
5799,1600,39.0,160,0
5800,1593,34.5,162,0
5801,1469,44.7,164,0
5802,1413,44.6,166,0
5803,1490,38.0,168,0
5804,1671,31.1,170,0
5805,1365,46.5,172,0
5806,1557,39.3,174,0
5807,1440,45.4,177,0
5808,1489,38.9,179,0
5809,1733,25.7,182,0
5810,1580,36.6,184,0
5811,1856,21.9,189,0
5812,1454,40.3,191,0
5813,1495,36.3,193,0
5814,1761,29.1,195,0
5815,1402,47.5,197,0
5816,1670,33.0,200,0
5817,1582,35.6,202,0
5818,1542,35.1,204,0
5819,1539,36.9,206,0
5820,1418,41.9,208,0
5821,1723,27.6,210,0
5822,1303,49.2,212,0
5823,1463,50.2,214,0
5824,1544,39.3,217,0
5825,1596,37.2,219,0
5826,1413,42.0,221,0
5827,1492,41.2,223,0
5828,1624,40.9,0,0
5829,1504,39.1,2,0
5830,1574,34.3,4,0
5831,1438,42.4,7,0
5832,1474,50.7,10,0
5833,1675,32.1,12,0
5834,1457,44.5,14,0
5835,1434,49.8,16,0
5836,1668,30.1,18,0
5837,1550,39.7,20,0
5838,1834,25.4,22,0
5839,1476,36.5,25,0
5840,1541,36.3,28,0
5841,1581,30.9,31,0
5842,1678,30.7,34,0
5843,1355,50.6,37,0
5844,1700,28.8,39,0
5845,1462,37.1,41,0
5846,1727,26.5,43,0
5847,1674,33.3,46,0
