UDI,Type,Air temperature,Process temperature
5090,M,303.9,313.1
5091,M,303.9,313.2
5092,L,303.9,313.2
5093,M,303.9,313.2
5094,M,304.0,313.3
5095,M,304.1,313.5
5096,M,304.1,313.5
5097,H,304.2,313.5
5098,L,304.2,313.4
5099,L,304.2,313.4
5100,L,304.2,313.5
5101,M,304.2,313.5
5102,M,304.1,313.4
5103,M,304.1,313.5
5104,L,304.1,313.4
5105,L,304.1,313.5
5106,L,304.1,313.4
5107,L,304.0,313.3
5108,L,303.9,313.2
5109,L,303.9,313.3
5110,M,304.0,313.4
5111,M,304.0,313.5
5112,L,304.1,313.6
5113,M,304.1,313.6
5114,L,304.1,313.6
5115,M,304.2,313.8
5116,M,304.2,313.7
5117,L,304.2,313.8
5118,L,304.1,313.6
5119,M,304.2,313.6
5120,L,304.2,313.6
5121,M,304.2,313.6
5122,L,304.2,313.6
5123,H,304.2,313.5
5124,M,304.2,313.5
5125,M,304.2,313.5
5126,M,304.3,313.5
5127,L,304.3,313.5
5128,M,304.3,313.5
5129,L,304.2,313.4
5130,M,304.1,313.3
5131,L,304.2,313.3
5132,L,304.1,313.3
5133,L,304.1,313.3
5134,L,304.1,313.2
5135,L,304.1,313.3
5136,L,304.1,313.3
5137,L,304.2,313.4
5138,L,304.3,313.5
5139,M,304.3,313.6
5140,M,304.4,313.6
5141,M,304.3,313.6
5142,L,304.4,313.7
5143,L,304.4,313.6
5144,M,304.3,313.5
5145,L,304.4,313.7
5146,L,304.5,313.7
5147,L,304.4,313.6
5148,L,304.4,313.6
5149,L,304.4,313.6
5150,L,304.3,313.5
5151,L,304.3,313.5
5152,L,304.3,313.6
5153,L,304.3,313.5
5154,L,304.2,313.4
5155,L,304.2,313.4
5156,H,304.2,313.3
5157,L,304.2,313.4
5158,H,304.1,313.3
5159,L,304.1,313.3
5160,L,304.2,313.4
5161,L,304.1,313.2
5162,M,304.1,313.2
5163,L,304.2,313.3
5164,M,304.2,313.4
5165,M,304.3,313.4
5166,L,304.2,313.4
5167,H,304.2,313.5
5168,L,304.2,313.4
5169,H,304.1,313.4
5170,L,304.1,313.3
5171,M,304.1,313.3
5172,M,304.2,313.4
5173,L,304.2,313.4
5174,M,304.2,313.5
5175,M,304.2,313.5
5176,L,304.2,313.4
5177,M,304.0,313.3
5178,H,304.0,313.1
5179,H,304.0,313.2
5180,M,304.0,313.1
5181,L,304.0,313.2
5182,L,304.0,313.1
5183,L,303.9,313.1
5184,M,303.9,313.0
5185,L,304.0,313.0
5186,L,304.0,313.0
5187,L,304.0,313.0
5188,L,304.0,313.1
5189,L,304.0,313.2
5190,M,304.1,313.2
5191,L,304.1,313.2
5192,L,304.0,313.2
5193,L,303.9,313.1
5194,H,304.0,313.1
5195,M,303.9,313.1
5196,L,303.9,313.0
5197,H,303.9,313.0
5198,H,303.8,312.9
5199,L,303.8,312.8
5200,L,303.8,312.8
5201,L,303.8,312.8
5202,M,303.7,312.7
5203,L,303.7,312.7
5204,M,303.7,312.6
5205,L,303.7,312.7
5206,L,303.7,312.7
5207,H,303.7,312.6
5208,M,303.8,312.7
5209,L,303.8,312.7
5210,M,303.8,312.7
5211,L,303.7,312.6
5212,L,303.7,312.5
5213,L,303.7,312.5
5214,M,303.7,312.6
5215,L,303.7,312.7
5216,M,303.7,312.7
5217,M,303.7,312.7
5218,M,303.8,312.8
5219,L,303.8,312.9
5220,L,303.8,313.0
5221,L,303.8,313.0
5222,L,303.9,313.0
5223,L,303.9,313.1
5224,M,303.9,313.2
5225,L,303.9,313.2
5226,M,304.0,313.2
5227,L,303.9,313.0
5228,L,303.9,313.1
5229,M,303.9,313.1
5230,H,303.9,313.1
5231,M,303.8,313.1
5232,L,303.8,313.1
5233,L,303.6,312.9
5234,L,303.6,312.9
5235,L,303.7,312.9
5236,M,303.7,312.9
5237,L,303.8,313.1
5238,L,303.8,313.0
5239,L,303.7,313.0
5240,L,303.7,313.0
5241,L,303.7,313.0
5242,L,303.7,313.1
5243,L,303.7,313.1
5244,L,303.7,313.1
5245,L,303.6,313.0
5246,L,303.6,313.0
5247,L,303.5,313.0
5248,L,303.6,313.1
5249,M,303.5,313.0
5250,M,303.4,312.9
5251,L,303.5,312.9
5252,M,303.4,312.9
5253,L,303.5,313.0
5254,L,303.5,313.0
5255,L,303.5,313.1
5256,M,303.5,313.0
5257,L,303.5,313.0
5258,L,303.5,313.0
5259,M,303.5,312.9
5260,L,303.5,312.9
5261,M,303.5,313.0
5262,L,303.4,312.8
5263,L,303.4,312.8
5264,L,303.5,312.8
5265,L,303.4,312.8
5266,M,303.5,312.9
5267,M,303.4,312.8
5268,M,303.5,312.9
5269,L,303.4,312.9
5270,L,303.5,312.9
5271,L,303.5,312.9
5272,L,303.6,313.0
5273,M,303.6,313.0
5274,L,303.6,313.1
5275,L,303.6,313.0
5276,L,303.7,313.1
5277,L,303.5,313.0
5278,L,303.5,312.9
5279,M,303.5,312.9
5280,L,303.6,313.0
5281,L,303.6,312.9
5282,M,303.7,313.0
5283,H,303.8,313.2
5284,L,303.8,313.2
5285,M,303.8,313.2
5286,L,303.8,313.1
5287,L,303.8,313.1
5288,H,303.8,313.2
5289,L,303.8,313.2
5290,M,303.9,313.3
5291,L,303.9,313.3
5292,L,303.8,313.3
5293,M,303.9,313.3
5294,M,303.9,313.4
5295,L,303.9,313.4
5296,L,303.8,313.2
5297,H,303.8,313.2
5298,L,303.7,313.1
5299,M,303.7,313.1
5300,L,303.7,313.1
5301,M,303.8,313.2
5302,L,303.8,313.1
5303,L,303.9,313.1
5304,L,303.9,313.2
5305,L,303.9,313.1
5306,H,303.9,313.2
5307,H,304.0,313.2
5308,L,304.0,313.3
5309,L,304.0,313.2
5310,M,303.9,313.2
5311,L,303.8,313.0
5312,H,303.7,312.9
5313,L,303.6,312.9
5314,M,303.7,312.9
5315,L,303.6,312.8
5316,L,303.6,312.8
5317,M,303.6,312.8
5318,L,303.6,312.7
5319,L,303.5,312.6
5320,M,303.5,312.7
5321,L,303.4,312.7
5322,M,303.4,312.7
5323,M,303.4,312.7
5324,M,303.4,312.7
5325,M,303.4,312.8
5326,L,303.5,312.7
5327,M,303.5,312.7
5328,M,303.5,312.7
5329,M,303.7,312.9
5330,L,303.7,313.0
5331,L,303.6,312.9
5332,L,303.7,312.8
5333,H,303.6,312.7
5334,M,303.5,312.6
5335,M,303.4,312.6
5336,M,303.3,312.4
5337,L,303.2,312.4
5338,M,303.3,312.6
5339,M,303.3,312.5
5340,M,303.4,312.7
5341,L,303.5,312.7
5342,H,303.5,312.8
5343,M,303.5,312.8
5344,L,303.5,312.8
5345,L,303.4,312.8
5346,L,303.5,312.8
5347,L,303.4,312.7
5348,L,303.3,312.7
5349,L,303.3,312.6
5350,M,303.3,312.7
5351,M,303.4,312.8
5352,M,303.5,312.9
5353,M,303.4,312.8
5354,L,303.4,312.7
5355,L,303.4,312.6
5356,H,303.3,312.5
5357,H,303.3,312.6
5358,L,303.3,312.5
5359,H,303.3,312.6
5360,M,303.3,312.6
5361,L,303.3,312.6
5362,L,303.3,312.7
5363,L,303.2,312.6
5364,L,303.2,312.5
5365,L,303.2,312.6
5366,L,303.1,312.6
5367,H,303.1,312.6
5368,M,303.1,312.5
5369,M,303.1,312.5
5370,H,303.0,312.5
5371,H,303.0,312.4
5372,L,302.9,312.3
5373,H,302.9,312.3
5374,M,302.9,312.3
5375,L,302.9,312.3
5376,L,302.9,312.3
5377,H,302.8,312.3
5378,L,302.9,312.4
5379,L,302.9,312.4
5380,L,302.9,312.4
5381,L,302.8,312.3
5382,L,302.8,312.4
5383,L,302.9,312.4
5384,L,302.8,312.3
5385,M,302.9,312.4
5386,H,302.9,312.3
5387,L,302.9,312.2
5388,L,302.8,312.2
5389,M,302.8,312.3
5390,L,302.8,312.3
5391,H,302.8,312.3
5392,L,302.7,312.2
5393,L,302.8,312.2
5394,L,302.8,312.3
5395,M,302.8,312.3
5396,L,302.8,312.4
5397,L,302.8,312.4
5398,M,302.8,312.3
5399,L,302.9,312.4
5400,H,302.8,312.4
5401,L,302.7,312.4
5402,M,302.6,312.3
5403,L,302.7,312.3
5404,L,302.7,312.3
5405,H,302.8,312.5
5406,L,302.7,312.4
5407,L,302.7,312.4
5408,L,302.7,312.4
5409,L,302.6,312.4
5410,L,302.7,312.4
5411,M,302.7,312.5
5412,L,302.8,312.6
5413,L,302.9,312.6
5414,H,302.7,312.5
5415,L,302.6,312.3
5416,M,302.6,312.4
5417,L,302.6,312.3
5418,L,302.6,312.4
5419,L,302.6,312.4
5420,L,302.6,312.3
5421,L,302.6,312.3
5422,M,302.6,312.3
5423,M,302.7,312.4
5424,L,302.6,312.3
5425,L,302.6,312.2
5426,L,302.5,312.2
5427,L,302.6,312.3
5428,L,302.7,312.4
5429,L,302.7,312.4
5430,L,302.8,312.4
5431,L,302.8,312.5
5432,L,302.8,312.5
5433,L,302.8,312.4
5434,L,302.9,312.5
5435,L,302.9,312.5
5436,M,303.0,312.5
5437,M,302.9,312.5
5438,M,302.9,312.6
5439,L,302.9,312.5
5440,L,303.0,312.5
5441,H,303.0,312.5
5442,M,303.0,312.6
5443,L,303.1,312.7
5444,M,303.0,312.7
5445,L,303.0,312.7
5446,M,303.0,312.8
5447,L,303.1,312.9
5448,L,303.1,312.8
5449,L,303.0,312.7
5450,L,303.1,312.8
5451,H,303.1,312.8
5452,L,303.0,312.7
5453,M,303.0,312.7
5454,L,303.0,312.6
5455,L,303.0,312.5
5456,M,303.1,312.6
5457,M,303.1,312.6
5458,M,303.0,312.5
5459,L,303.1,312.6
5460,L,303.1,312.5
5461,M,303.0,312.4
5462,M,302.9,312.3
5463,L,302.9,312.3
5464,L,302.9,312.4
5465,M,302.9,312.4
5466,L,302.9,312.4
5467,M,302.9,312.3
5468,L,302.9,312.4
5469,L,302.8,312.3
5470,M,302.7,312.2
5471,M,302.7,312.2
5472,L,302.7,312.3
5473,L,302.8,312.3
5474,L,302.7,312.2
5475,M,302.7,312.1
5476,L,302.7,312.2
5477,M,302.6,312.1
5478,L,302.7,312.1
5479,L,302.7,312.2
5480,M,302.7,312.1
5481,H,302.7,312.1
5482,L,302.6,312.0
5483,L,302.6,312.1
5484,M,302.6,312.1
5485,M,302.5,312.0
5486,L,302.6,312.1
5487,L,302.6,312.2
5488,M,302.6,312.1
5489,L,302.7,312.2
5490,L,302.6,312.1
5491,L,302.6,312.1
5492,M,302.7,312.2
5493,M,302.9,312.4
5494,L,302.8,312.4
5495,L,302.8,312.4
5496,H,302.9,312.5
5497,M,302.9,312.5
5498,M,302.9,312.5
5499,M,302.9,312.5
5500,H,302.9,312.3
5501,L,302.7,312.1
5502,L,302.7,312.1
5503,L,302.6,312.1
5504,H,302.6,312.0
5505,L,302.8,312.2
5506,L,302.8,312.2
5507,L,302.9,312.2
5508,L,302.8,312.1
5509,L,302.9,312.2
5510,L,302.8,312.2
5511,L,302.8,312.1
5512,L,302.8,312.1
5513,L,302.8,312.2
5514,M,302.8,312.2
5515,L,302.7,312.0
5516,H,302.7,312.0
5517,L,302.6,312.0
5518,L,302.6,311.9
5519,M,302.5,311.8
5520,L,302.5,311.9
5521,M,302.6,312.0
5522,L,302.6,311.9
5523,L,302.6,311.9
5524,M,302.5,311.9
5525,L,302.6,311.9
5526,M,302.6,312.0
5527,L,302.5,311.9
5528,M,302.5,311.9
5529,L,302.4,311.8
5530,M,302.4,311.8
5531,M,302.3,311.8
5532,M,302.3,311.7
5533,L,302.4,311.8
5534,L,302.4,311.7
5535,M,302.3,311.7
5536,L,302.3,311.7
5537,M,302.3,311.8
5538,L,302.4,311.8
5539,M,302.3,311.8
5540,H,302.3,311.7
5541,L,302.4,311.8
5542,L,302.4,311.8
5543,L,302.3,311.7
5544,L,302.4,311.8
5545,L,302.2,311.7
5546,H,302.2,311.6
5547,L,302.3,311.7
5548,M,302.3,311.7
5549,L,302.3,311.8
5550,H,302.3,311.9
5551,M,302.3,311.9
5552,H,302.4,311.9
5553,H,302.5,312.0
5554,L,302.5,311.9
5555,M,302.5,312.0
5556,L,302.5,312.0
5557,H,302.5,312.0
5558,M,302.5,312.0
5559,L,302.5,311.9
5560,M,302.5,312.0
5561,L,302.4,311.9
5562,M,302.3,311.7
5563,L,302.3,311.7
5564,M,302.3,311.7
5565,L,302.4,311.8
5566,L,302.4,311.9
5567,L,302.4,312.0
5568,M,302.5,312.0
5569,L,302.5,312.1
5570,L,302.4,312.0
5571,M,302.4,312.1
5572,L,302.4,312.0
5573,L,302.4,312.0
5574,L,302.5,312.2
5575,L,302.4,312.0
5576,H,302.4,312.0
5577,H,302.4,312.0
5578,L,302.4,312.1
5579,L,302.5,312.2
5580,L,302.6,312.2
5581,M,302.6,312.2
5582,M,302.5,312.1
5583,L,302.5,312.0
5584,L,302.5,312.0
5585,L,302.4,311.9
5586,M,302.5,312.0
5587,M,302.4,311.8
5588,L,302.5,311.9
5589,M,302.5,311.8
5590,M,302.5,311.9
5591,M,302.5,311.9
5592,L,302.5,312.0
5593,L,302.5,311.9
5594,L,302.6,311.9
5595,L,302.6,311.9
5596,M,302.7,312.0
5597,M,302.7,312.0
5598,L,302.7,312.0
5599,L,302.8,312.1
5600,M,302.7,312.0
5601,L,302.8,312.1
5602,L,302.9,312.2
5603,L,302.9,312.1
5604,L,302.9,312.2
5605,L,302.9,312.2
5606,L,302.9,312.2
5607,L,302.9,312.2
5608,M,302.9,312.2
5609,M,303.1,312.3
5610,M,303.1,312.4
5611,L,303.1,312.4
5612,M,303.0,312.3
5613,L,303.0,312.3
5614,M,303.0,312.3
5615,H,303.0,312.2
5616,M,303.0,312.2
5617,L,303.0,312.3
5618,L,303.1,312.4
5619,M,303.0,312.4
5620,L,303.0,312.3
5621,L,303.0,312.3
5622,M,302.9,312.2
5623,L,302.9,312.2
5624,L,302.9,312.3
5625,M,302.8,312.2
5626,L,302.7,312.1
5627,H,302.7,312.1
5628,L,302.7,312.1
5629,L,302.7,312.1
5630,L,302.7,312.2
5631,M,302.8,312.2
5632,L,302.8,312.2
5633,L,302.7,312.2
5634,L,302.7,312.2
5635,M,302.6,312.2
5636,L,302.6,312.1
5637,L,302.6,312.0
5638,M,302.5,312.0
5639,L,302.6,312.1
5640,L,302.6,312.1
5641,L,302.6,312.1
5642,L,302.6,312.1
5643,L,302.5,312.0
5644,L,302.5,312.0
5645,L,302.5,312.0
5646,M,302.5,312.0
5647,M,302.4,311.8
5648,H,302.5,311.8
5649,L,302.5,311.9
5650,M,302.5,311.9
5651,L,302.5,312.0
5652,M,302.5,312.0
5653,L,302.4,311.8
5654,L,302.4,311.7
5655,L,302.3,311.6
5656,L,302.3,311.5
5657,M,302.3,311.5
5658,L,302.3,311.5
5659,M,302.2,311.4
5660,M,302.3,311.5
5661,L,302.2,311.4
5662,L,302.2,311.4
5663,L,302.2,311.5
5664,M,302.3,311.5
5665,M,302.2,311.4
5666,L,302.3,311.4
5667,L,302.2,311.4
5668,L,302.2,311.4
5669,M,302.2,311.4
5670,M,302.2,311.5
5671,L,302.2,311.5
5672,H,302.2,311.6
5673,H,302.1,311.6
5674,L,302.2,311.6
5675,M,302.2,311.7
5676,M,302.3,311.7
5677,L,302.3,311.8
5678,L,302.3,311.8
5679,M,302.2,311.7
5680,M,302.2,311.7
5681,M,302.2,311.6
5682,L,302.2,311.6
5683,H,302.3,311.6
5684,M,302.2,311.6
5685,H,302.2,311.6
5686,L,302.2,311.5
5687,L,302.2,311.6
5688,L,302.3,311.7
5689,M,302.3,311.7
5690,L,302.4,311.8
5691,L,302.3,311.8
5692,L,302.4,311.8
5693,M,302.4,311.9
5694,M,302.4,311.8
5695,L,302.4,311.8
5696,L,302.4,311.8
5697,H,302.5,311.9
5698,L,302.5,311.9
5699,L,302.5,311.9
5700,L,302.4,311.9
5701,L,302.5,311.9
5702,M,302.5,311.9
5703,L,302.3,311.7
5704,H,302.3,311.7
5705,L,302.5,311.8
5706,L,302.4,311.9
5707,L,302.4,311.9
5708,L,302.4,311.8
5709,L,302.3,311.7
5710,L,302.2,311.7
5711,H,302.2,311.7
5712,L,302.2,311.6
5713,L,302.2,311.7
5714,L,302.2,311.9
5715,L,302.2,311.8
5716,H,302.2,311.9
5717,L,302.3,312.0
5718,L,302.3,312.0
5719,L,302.4,312.0
5720,L,302.3,312.0
5721,L,302.3,311.9
5722,M,302.3,311.8
5723,L,302.2,311.7
5724,M,302.3,311.8
5725,L,302.3,311.8
5726,M,302.3,311.8
5727,M,302.4,311.9
5728,M,302.3,311.8
5729,M,302.4,311.9
5730,M,302.3,311.8
5731,L,302.3,311.7
5732,L,302.2,311.6
5733,L,302.2,311.7
5734,L,302.3,311.8
5735,L,302.3,311.8
5736,L,302.4,311.8
5737,M,302.4,311.9
5738,L,302.3,311.8
5739,L,302.3,311.7
5740,M,302.2,311.7
5741,M,302.3,311.7
5742,M,302.3,311.7
5743,L,302.3,311.7
5744,M,302.2,311.6
5745,H,302.2,311.5
5746,L,302.1,311.5
5747,M,302.1,311.5
5748,L,302.1,311.5
5749,M,302.2,311.7
5750,H,302.2,311.8
5751,L,302.2,311.8
5752,H,302.3,311.8
5753,H,302.3,311.8
5754,L,302.2,311.6
5755,L,302.1,311.5
5756,L,302.1,311.4
5757,M,302.0,311.5
5758,L,301.9,311.3
5759,L,301.9,311.3
5760,L,301.8,311.3
5761,M,301.9,311.3
5762,L,301.9,311.2
5763,L,301.8,311.2
5764,H,301.8,311.2
5765,L,301.7,311.2
5766,L,301.7,311.3
5767,M,301.7,311.2
5768,M,301.6,311.2
5769,L,301.7,311.3
5770,L,301.7,311.3
5771,L,301.6,311.2
5772,L,301.6,311.2
5773,L,301.6,311.3
5774,H,301.6,311.2
5775,L,301.5,311.1
5776,L,301.6,311.1
5777,L,301.6,311.1
5778,L,301.6,311.1
5779,M,301.7,311.1
5780,L,301.6,311.1
5781,L,301.7,311.2
5782,M,301.7,311.1
5783,L,301.7,311.1
5784,H,301.8,311.1
5785,M,301.8,311.1
5786,L,301.7,311.1
5787,L,301.7,311.2
5788,L,301.7,311.3
5789,L,301.8,311.5
5790,M,301.8,311.5
5791,M,301.7,311.2
5792,M,301.8,311.3
5793,M,301.8,311.3
5794,L,301.8,311.3
5795,M,301.9,311.5
5796,M,301.9,311.4
5797,L,301.7,311.1
5798,L,301.6,311.0
5799,L,301.5,310.9
5800,L,301.5,310.8
5801,L,301.5,310.9
5802,L,301.5,310.8
5803,L,301.4,310.8
5804,L,301.5,310.9
5805,L,301.5,310.9
5806,M,301.4,310.9
5807,L,301.4,310.9
5808,M,301.4,310.9
5809,L,301.4,311.0
5810,H,301.3,311.0
5811,L,301.3,311.0
5812,L,301.3,311.1
5813,L,301.4,311.1
5814,L,301.2,311.0
5815,M,301.3,311.0
5816,L,301.2,311.0
5817,L,301.3,311.0
5818,L,301.3,311.0
5819,L,301.3,311.0
5820,L,301.3,311.0
5821,L,301.3,311.1
5822,L,301.3,311.1
5823,M,301.3,311.0
5824,L,301.2,311.0
5825,L,301.2,311.0
5826,L,301.3,311.1
5827,M,301.3,311.1
5828,L,301.3,311.1
5829,L,301.3,311.1
5830,M,301.2,311.1
5831,M,301.3,311.2
5832,L,301.3,311.3
5833,L,301.3,311.2
5834,L,301.3,311.2
5835,L,301.3,311.3
5836,L,301.3,311.2
5837,L,301.2,311.1
5838,M,301.3,311.1
5839,M,301.4,311.2
5840,M,301.4,311.2
5841,M,301.3,311.1
5842,M,301.3,311.1
5843,L,301.4,311.2
5844,L,301.5,311.2
5845,L,301.4,311.1
5846,M,301.4,311.2
5847,L,301.4,311.3
5848,L,301.4,311.3
5849,L,301.4,311.3
5850,M,301.4,311.2
5851,L,301.3,311.1
5852,L,301.2,311.0
5853,H,301.2,310.9
5854,L,301.2,311.0
5855,L,301.2,310.9
5856,M,301.2,310.9
5857,H,301.2,310.9
5858,L,301.3,310.9
5859,L,301.3,311.0
5860,L,301.3,311.0
5861,L,301.3,310.9
5862,L,301.3,311.0
5863,L,301.4,311.0
5864,M,301.4,311.1
5865,M,301.4,311.0
5866,M,301.5,311.1
5867,L,301.5,311.1
5868,L,301.5,311.0
5869,L,301.5,311.1
5870,L,301.5,311.1
5871,L,301.5,311.1
5872,L,301.5,311.1
5873,M,301.5,311.0
5874,M,301.5,311.1
5875,M,301.5,311.1
5876,M,301.5,311.0
5877,L,301.5,311.1
5878,L,301.5,311.1
5879,L,301.4,311.0
5880,L,301.4,311.0
5881,L,301.5,311.1
5882,L,301.4,311.1
5883,L,301.4,311.1
5884,L,301.4,311.1
5885,M,301.3,311.1
5886,L,301.3,311.1
5887,L,301.4,311.1
5888,H,301.4,311.1
5889,M,301.5,311.1
5890,M,301.4,311.0
5891,L,301.4,311.0
5892,L,301.4,311.0
5893,L,301.4,311.1
5894,M,301.3,311.0
5895,L,301.2,310.9
5896,M,301.2,310.9
5897,L,301.1,310.8
5898,M,301.0,310.7
5899,L,301.0,310.7
5900,H,300.9,310.6
5901,M,300.9,310.7
5902,L,301.0,310.7
5903,L,300.9,310.6
5904,L,300.9,310.5
5905,M,300.8,310.5
5906,H,300.8,310.5
5907,L,300.7,310.3
5908,H,300.8,310.4
5909,M,300.8,310.3
5910,H,300.7,310.2
5911,M,300.8,310.3
5912,M,300.8,310.4
5913,M,300.7,310.3
5914,H,300.7,310.2
5915,L,300.7,310.3
5916,M,300.6,310.2
5917,L,300.6,310.2
5918,L,300.6,310.2
5919,L,300.6,310.1
5920,L,300.6,310.3
5921,L,300.5,310.2
5922,L,300.5,310.3
5923,L,300.5,310.3
5924,M,300.4,310.3
5925,L,300.3,310.2
5926,M,300.2,310.1
5927,L,300.2,310.1
5928,L,300.2,310.1
5929,M,300.2,310.1
5930,L,300.3,310.2
5931,L,300.3,310.3
5932,L,300.3,310.4
5933,L,300.5,310.5
5934,L,300.5,310.5
5935,H,300.6,310.5
5936,L,300.5,310.5
5937,M,300.5,310.4
5938,M,300.6,310.5
5939,L,300.5,310.4
5940,L,300.5,310.5
5941,M,300.6,310.6
5942,L,300.6,310.7
5943,L,300.7,310.7
5944,L,300.7,310.7
5945,M,300.7,310.6
5946,M,300.8,310.8
5947,L,300.7,310.8
5948,M,300.7,310.8
5949,L,300.7,310.8
5950,M,300.7,310.8
5951,L,300.7,310.8
5952,L,300.7,310.9
5953,L,300.7,310.8
5954,M,300.7,310.9
5955,L,300.8,310.9
5956,L,300.7,310.8
5957,L,300.7,310.9
5958,L,300.7,310.9
5959,L,300.6,310.8
5960,L,300.6,310.8
5961,L,300.5,310.7
5962,L,300.3,310.7
5963,L,300.5,310.8
5964,H,300.4,310.7
5965,H,300.5,310.8
5966,H,300.5,310.9
5967,L,300.4,310.8
5968,L,300.4,310.8
5969,L,300.4,310.8
5970,M,300.4,310.8
5971,L,300.4,310.8
5972,L,300.5,310.8
5973,L,300.5,310.8
5974,L,300.5,310.8
5975,L,300.5,310.7
5976,H,300.5,310.7
5977,H,300.5,310.6
5978,L,300.6,310.7
5979,L,300.5,310.6
5980,H,300.6,310.7
5981,M,300.6,310.7
5982,M,300.7,310.7
5983,L,300.7,310.8
5984,H,300.8,310.8
5985,H,300.7,310.8
5986,L,300.7,310.7
5987,L,300.6,310.7
5988,L,300.7,310.8
5989,H,300.7,310.8
5990,L,300.7,310.7
5991,M,300.7,310.7
5992,L,300.7,310.7
5993,L,300.7,310.6
5994,M,300.7,310.6
5995,L,300.6,310.4
5996,L,300.6,310.3
5997,M,300.5,310.2
5998,M,300.5,310.2
5999,M,300.4,310.2
6000,M,300.4,310.2
6001,H,300.4,310.2
6002,M,300.4,310.2
6003,L,300.5,310.3
6004,L,300.4,310.2
6005,L,300.5,310.4
6006,L,300.6,310.5
6007,M,300.6,310.5
6008,M,300.7,310.6
6009,L,300.7,310.7
6010,L,300.6,310.6
6011,H,300.7,310.7
6012,L,300.8,310.8
6013,H,300.8,310.9
6014,L,300.7,310.8
6015,H,300.8,310.8
6016,M,300.8,310.8
6017,L,300.7,310.7
6018,L,300.8,310.9
6019,M,300.8,310.9
6020,L,300.7,310.8
6021,L,300.7,310.8
6022,L,300.7,310.8
6023,L,300.7,310.9
6024,M,300.7,310.9
6025,L,300.7,310.9
6026,L,300.7,311.0
6027,L,300.7,311.0
6028,M,300.7,311.0
6029,L,300.6,310.9
6030,M,300.7,310.8
6031,L,300.6,310.7
6032,L,300.6,310.7
6033,L,300.7,310.8
6034,L,300.6,310.9
6035,M,300.6,310.8
6036,M,300.6,310.9
6037,M,300.6,311.0
6038,L,300.7,311.1
6039,L,300.7,311.0
6040,L,300.6,310.9
6041,M,300.7,311.1
6042,M,300.7,311.0
6043,M,300.8,311.0
6044,M,300.7,310.9
6045,M,300.8,310.9
6046,L,300.8,310.9
6047,L,300.9,311.0
6048,H,300.9,311.0
6049,M,300.9,311.0
6050,M,300.9,311.0
6051,M,300.9,311.1
6052,L,300.9,311.0
6053,L,300.9,311.0
6054,L,300.8,310.9
6055,H,300.7,310.8
6056,L,300.7,310.8
6057,L,300.8,310.8
6058,L,300.8,310.8
6059,M,300.9,310.9
6060,L,300.9,311.0
6061,L,301.0,311.1
6062,H,301.1,311.1
6063,M,301.1,311.2
6064,L,301.1,311.1
6065,L,301.1,311.1
6066,L,301.0,310.9
6067,L,301.0,311.0
6068,L,301.0,311.0
6069,M,301.0,310.9
6070,L,300.9,310.9
6071,L,300.9,310.9
6072,M,300.9,310.8
6073,M,300.9,310.8
6074,M,300.9,310.8
6075,M,301.0,310.8
6076,L,301.0,310.9
6077,L,301.0,310.9
6078,L,300.9,310.7
6079,L,300.8,310.7
6080,M,300.8,310.7
6081,L,300.9,310.7
6082,L,300.9,310.7
6083,L,300.9,310.7
6084,L,300.9,310.7
6085,M,300.8,310.6
6086,L,300.9,310.6
6087,L,300.9,310.8
6088,M,300.9,310.8
6089,L,300.9,310.8
6090,L,300.9,310.7
6091,L,300.9,310.8
6092,L,300.9,310.7
6093,L,300.9,310.7
6094,L,301.0,310.8
6095,M,300.9,310.8
6096,M,300.9,310.7
6097,M,300.8,310.7
6098,H,300.9,310.8
6099,M,300.8,310.7
6100,H,300.9,310.7
6101,M,300.8,310.7
6102,L,300.7,310.6
6103,L,300.7,310.7
6104,L,300.8,310.8
6105,M,300.8,310.8
6106,M,300.8,310.9
6107,L,300.9,311.0
6108,L,300.9,311.0
6109,M,300.8,310.9
6110,M,300.8,310.9
6111,L,300.7,310.8
6112,M,300.7,310.8
6113,L,300.7,310.8
6114,M,300.7,310.8
6115,M,300.8,310.8
6116,L,300.8,310.9
6117,L,300.8,310.9
6118,L,300.8,311.0
6119,M,300.9,311.1
6120,L,300.9,311.1
6121,M,300.9,311.2
6122,L,300.9,311.1
6123,L,301.0,311.0
6124,L,300.9,310.9
6125,M,300.9,310.9
6126,L,300.9,310.9
6127,L,300.9,310.9
6128,L,300.9,310.9
6129,L,300.9,311.0
6130,M,301.0,311.0
6131,L,301.0,310.9
6132,H,301.0,311.0
6133,L,301.1,311.1
6134,L,301.1,311.1
6135,L,301.0,311.0
6136,L,301.0,310.9
6137,H,300.9,310.8
6138,M,300.9,310.8
6139,M,300.8,310.7
6140,L,300.8,310.7
6141,L,300.8,310.7
6142,L,300.8,310.8
6143,L,300.9,310.9
6144,M,301.0,310.9
6145,M,301.1,311.1
6146,M,301.1,311.1
6147,M,301.1,311.1
6148,M,301.1,311.1
6149,L,301.1,311.2
6150,M,301.0,311.1
6151,L,301.1,311.1
6152,L,301.1,311.2
6153,M,301.1,311.1
6154,L,301.0,311.1
6155,M,301.0,310.9
6156,L,301.0,311.0
6157,L,301.1,311.1
6158,L,301.1,311.2
6159,L,301.1,311.0
6160,L,301.0,311.0
6161,L,301.0,310.9
6162,L,301.0,310.9
6163,L,301.0,310.8
6164,L,300.8,310.7
