index,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet
11773,64.5,6.4,31.0,0.1,15.3,-25.5,-22.3,-19.1,0.7,11.08
11774,65.4,6.5,31.0,0.2,13.5,-26.3,-23.0,-19.8,0.5,11.28
11775,65.0,6.4,31.0,0.2,13.6,-25.2,-22.0,-18.8,0.6,11.17
11776,64.7,6.4,31.0,0.3,13.7,-25.4,-22.2,-19.0,0.5,11.23
11777,65.6,6.8,31.0,0.3,14.0,-26.7,-23.3,-19.9,0.4,11.85
11778,65.3,6.8,31.0,0.2,15.2,-26.6,-23.2,-19.8,0.5,12.17
11779,66.5,7.1,31.0,0.2,15.6,-28.6,-25.0,-21.5,0.4,12.86
11780,67.6,7.1,31.0,0.1,16.7,-28.4,-24.8,-21.3,0.5,13.03
11781,67.5,7.2,31.0,0.1,16.9,-28.4,-24.8,-21.2,0.6,13.32
11782,68.8,7.5,31.0,0.1,17.7,-29.0,-25.2,-21.5,0.6,13.17
11783,70.0,7.3,31.0,0.0,18.0,-27.4,-23.7,-20.1,1.0,12.81
11784,71.3,7.3,31.0,0.0,16.4,-26.5,-22.8,-19.2,1.1,12.36
11785,72.7,7.4,31.0,0.0,16.1,-23.3,-19.6,-15.9,1.5,7.4
11786,71.4,7.4,31.0,0.0,19.6,-22.5,-18.8,-15.1,1.5,7.32
11787,70.2,7.2,31.0,0.0,23.0,-22.0,-18.4,-14.8,1.5,6.59
11788,68.9,7.2,31.0,0.0,26.8,-21.1,-17.5,-13.9,1.6,6.03
11789,67.7,7.1,31.0,0.0,29.8,-20.6,-17.0,-13.5,1.7,5.6
11790,65.2,7.1,31.0,0.0,32.6,-20.1,-16.5,-13.0,1.9,5.2
11791,63.9,7.1,31.0,0.0,33.8,-19.0,-15.4,-11.9,2.0,4.77
11792,62.7,7.4,31.0,0.0,37.0,-19.8,-16.1,-12.4,1.8,4.73
11793,69.1,8.1,31.0,0.0,42.0,-21.0,-16.9,-12.9,1.9,8.75
11794,89.9,5.5,29.72,0.0,64.0,-9.4,-6.6,-3.9,3.7,23.79
11795,91.5,5.4,29.83,0.0,74.5,-9.6,-6.9,-4.2,3.6,24.29
11796,94.3,5.1,29.83,0.0,79.6,-9.6,-7.0,-4.5,3.5,24.12
11797,95.8,5.0,29.61,0.0,77.2,-9.2,-6.7,-4.2,3.6,23.63
11798,95.0,5.2,29.88,0.0,76.5,-9.7,-7.1,-4.5,3.6,22.43
11799,95.0,5.5,30.12,0.0,71.4,-10.2,-7.4,-4.7,3.5,21.41
11800,95.0,5.6,30.3,0.0,70.2,-10.6,-7.8,-5.0,3.4,22.41
11801,92.5,5.8,30.49,0.0,66.9,-11.1,-8.2,-5.3,3.4,22.14
11802,92.4,6.0,30.62,0.0,65.1,-11.5,-8.5,-5.5,3.2,22.0
11803,93.5,6.0,30.7,0.0,62.3,-11.8,-8.8,-5.8,3.1,21.6
11804,93.3,6.1,30.82,0.0,60.7,-12.3,-9.2,-6.2,3.1,21.39
11805,91.7,6.1,30.93,0.0,69.6,-12.9,-9.8,-6.8,2.8,21.6
11806,91.6,6.0,30.95,0.1,71.9,-13.1,-10.1,-7.1,2.7,21.29
11807,92.7,6.1,30.97,0.1,69.5,-13.3,-10.2,-7.2,2.7,20.53
11808,92.4,6.3,30.98,0.0,63.6,-13.5,-10.3,-7.2,2.7,18.69
11809,92.2,6.5,30.99,0.0,60.7,-13.7,-10.4,-7.2,2.7,17.87
11810,91.9,6.4,31.0,0.0,58.0,-13.9,-10.7,-7.5,2.7,17.34
11811,91.7,6.5,31.0,0.0,58.0,-14.3,-11.0,-7.8,2.6,17.15
11812,91.6,6.6,31.0,0.0,54.0,-14.4,-11.1,-7.8,2.6,16.74
11813,91.4,6.6,31.0,0.0,49.2,-14.6,-11.3,-8.0,2.6,16.36
11814,91.4,6.7,31.0,0.1,46.1,-14.9,-11.5,-8.2,2.4,16.44
11815,91.3,6.8,31.0,0.1,44.2,-15.1,-11.7,-8.3,2.4,17.78
11816,91.4,6.8,31.0,0.0,43.4,-15.4,-12.0,-8.6,2.4,18.03
11817,91.2,6.9,31.0,0.0,43.7,-15.9,-12.4,-9.0,2.3,18.47
11818,89.7,6.8,31.0,0.0,44.2,-15.9,-12.5,-9.1,2.3,18.86
11819,87.9,6.6,31.0,0.0,46.0,-15.8,-12.5,-9.2,2.4,19.12
11820,87.6,6.5,31.0,0.0,45.8,-15.8,-12.5,-9.3,2.4,19.18
11821,87.4,6.6,31.0,0.0,44.5,-15.9,-12.6,-9.3,2.4,19.4
11822,87.1,6.6,31.0,0.0,46.5,-16.1,-12.8,-9.5,2.4,17.96
11823,88.2,6.5,31.0,0.0,45.4,-16.3,-13.0,-9.8,2.3,18.6
11824,86.4,6.5,31.0,0.0,44.5,-16.3,-13.0,-9.8,2.3,19.02
11825,85.8,6.4,31.0,0.0,43.7,-16.4,-13.2,-10.0,2.3,19.37
11826,83.8,6.5,31.0,0.0,45.3,-16.8,-13.5,-10.3,2.3,19.96
11827,81.9,6.4,31.0,0.0,43.5,-16.7,-13.5,-10.3,2.3,20.27
11828,80.3,6.4,31.0,0.0,46.5,-16.6,-13.4,-10.2,2.2,20.83
11829,80.0,6.3,31.0,0.0,44.5,-16.6,-13.4,-10.3,2.3,21.37
11830,78.6,6.4,31.0,0.0,43.3,-16.7,-13.5,-10.3,2.2,21.74
11831,77.3,6.5,31.0,0.0,42.7,-17.0,-13.7,-10.5,2.2,22.44
11832,77.3,6.5,31.0,0.0,42.8,-16.8,-13.5,-10.3,2.2,23.07
11833,76.0,6.5,31.0,0.0,46.6,-17.0,-13.7,-10.5,2.2,23.3
11834,75.7,6.5,31.0,0.0,47.7,-16.9,-13.6,-10.4,2.2,23.64
11835,74.0,6.5,31.0,0.0,49.0,-16.9,-13.6,-10.4,2.2,23.61
11836,73.0,6.4,31.0,0.0,50.3,-17.0,-13.8,-10.6,2.2,23.27
11837,70.9,6.3,31.0,0.0,49.1,-17.2,-14.0,-10.9,2.1,22.83
11838,70.1,6.3,31.0,0.0,49.9,-17.2,-14.0,-10.9,2.1,21.59
11839,71.0,6.3,31.0,0.0,50.2,-17.1,-13.9,-10.8,2.0,20.93
11840,70.6,6.3,31.0,0.0,53.0,-17.5,-14.3,-11.2,2.0,19.08
11841,70.4,6.3,31.0,0.0,51.2,-17.6,-14.4,-11.3,2.0,20.97
11842,71.4,6.4,31.0,0.1,51.3,-17.7,-14.5,-11.3,1.8,20.81
11843,71.3,6.4,31.0,0.0,51.3,-17.9,-14.7,-11.5,1.8,20.63
11844,71.3,6.5,31.0,0.0,52.4,-18.2,-14.9,-11.7,1.8,20.08
11845,72.6,6.4,31.0,0.0,50.9,-17.9,-14.7,-11.5,1.8,19.81
11846,72.7,6.5,31.0,0.0,52.2,-18.0,-14.7,-11.5,1.8,19.58
11847,74.0,6.6,31.0,0.0,52.5,-18.1,-14.8,-11.5,1.8,19.49
11848,75.4,6.5,31.0,0.0,51.6,-18.3,-15.0,-11.8,1.8,19.64
11849,78.3,6.7,31.0,0.0,50.5,-18.4,-15.0,-11.7,1.8,19.24
11850,77.2,6.7,31.0,0.0,50.9,-18.5,-15.1,-11.8,1.7,18.26
11851,79.0,6.9,31.0,0.0,48.0,-18.9,-15.4,-12.0,1.7,16.91
11852,75.4,7.0,31.0,0.0,47.5,-19.5,-16.0,-12.5,1.6,15.61
11853,74.1,7.2,31.0,0.0,44.8,-20.5,-16.9,-13.3,1.5,14.34
11854,71.9,7.6,31.0,0.0,39.8,-21.0,-17.2,-13.4,1.4,13.04
11855,72.1,7.9,31.0,0.0,34.8,-22.1,-18.1,-14.2,1.4,11.49
11856,72.0,8.1,31.0,0.0,29.9,-21.1,-17.0,-13.0,1.5,10.0
11857,70.7,8.3,31.0,0.0,26.9,-21.2,-17.0,-12.9,1.5,8.83
11858,70.7,8.3,31.0,0.0,25.0,-21.2,-17.0,-12.9,1.5,7.88
11859,69.5,8.2,31.0,0.0,23.3,-21.2,-17.1,-13.0,1.5,7.39
11860,68.2,8.2,31.0,0.0,22.5,-21.6,-17.5,-13.4,1.5,6.89
11861,68.1,7.7,31.0,0.0,21.8,-21.4,-17.5,-13.7,1.5,6.74
11862,65.7,7.6,31.0,0.0,21.3,-21.5,-17.7,-13.9,1.5,6.71
11863,64.6,7.4,31.0,0.0,19.4,-21.4,-17.7,-14.0,1.4,6.14
11864,63.5,7.2,31.0,0.0,18.7,-20.8,-17.2,-13.6,1.4,5.63
11865,62.7,7.0,31.0,0.0,18.0,-20.6,-17.1,-13.6,1.4,5.27
11866,60.9,6.8,31.0,0.0,17.2,-20.6,-17.2,-13.8,1.4,4.91
11867,58.7,6.7,31.0,0.0,16.5,-20.6,-17.2,-13.9,1.4,4.5
11868,55.8,6.5,31.0,0.0,15.0,-20.4,-17.1,-13.9,1.4,3.65
11869,58.7,6.7,31.0,0.0,14.4,-20.8,-17.4,-14.1,1.4,4.3
11870,58.3,6.8,31.0,0.0,13.7,-21.2,-17.8,-14.4,1.3,4.43
11871,58.0,7.1,31.0,0.0,12.7,-21.8,-18.2,-14.7,1.3,5.52
11872,57.8,7.3,31.0,0.0,12.9,-22.8,-19.1,-15.5,1.3,5.05
11873,57.9,7.4,31.0,0.0,13.0,-23.0,-19.3,-15.6,1.2,5.54
11874,57.5,7.4,31.0,0.0,12.7,-23.8,-20.1,-16.4,1.1,5.84
11875,56.3,7.3,31.0,0.0,12.0,-23.9,-20.2,-16.6,1.1,6.02
11876,56.3,7.4,31.0,0.0,11.8,-24.1,-20.4,-16.7,1.1,6.3
11877,56.5,7.3,31.0,0.0,11.8,-24.3,-20.6,-17.0,1.1,6.54
11878,56.7,7.4,31.0,0.0,12.1,-25.0,-21.3,-17.6,1.1,6.84
11879,55.3,7.4,31.0,0.0,12.6,-25.2,-21.5,-17.8,1.1,6.24
11880,55.9,7.3,31.0,0.0,13.5,-25.2,-21.5,-17.9,1.1,7.03
11881,57.7,7.4,31.0,0.0,14.5,-25.6,-21.9,-18.2,1.1,7.99
11882,58.3,7.4,31.0,0.0,16.3,-26.3,-22.6,-18.9,1.0,9.22
11883,56.4,7.5,31.0,0.0,17.6,-26.4,-22.6,-18.9,1.0,10.29
11884,56.8,7.4,31.0,0.0,16.1,-26.4,-22.7,-19.0,0.9,9.01
11885,58.4,7.5,31.0,0.0,15.0,-26.5,-22.7,-19.0,0.9,8.22
11886,59.9,7.6,31.0,0.0,14.1,-26.7,-22.9,-19.1,0.9,7.43
11887,62.6,7.6,31.0,0.0,13.4,-26.7,-22.9,-19.1,0.9,8.25
11888,63.5,7.6,31.0,0.0,13.0,-26.8,-23.0,-19.2,0.9,5.89
11889,64.7,7.7,31.0,0.0,12.8,-26.6,-22.7,-18.9,0.9,5.8
11890,64.3,7.7,31.0,0.0,13.3,-26.6,-22.7,-18.9,0.9,5.87
11891,63.7,7.8,31.0,0.0,12.9,-26.7,-22.8,-18.9,0.9,6.14
11892,62.6,7.8,31.0,0.0,12.6,-26.8,-22.9,-19.0,0.9,6.7
11893,63.5,7.8,31.0,0.0,13.1,-26.7,-22.8,-18.9,0.9,10.62
11894,65.4,7.7,31.0,0.0,13.2,-26.7,-22.8,-19.0,0.9,11.14
11895,63.9,7.7,31.0,0.0,13.2,-26.3,-22.4,-18.6,0.9,11.48
11896,63.8,7.4,31.0,0.0,13.3,-26.1,-22.4,-18.7,0.9,11.42
11897,68.3,7.5,31.0,0.0,13.5,-26.3,-22.5,-18.8,0.9,12.0
11898,69.4,7.4,31.0,0.0,13.9,-26.2,-22.5,-18.8,0.9,12.24
11899,69.4,7.2,31.0,0.0,14.0,-26.1,-22.5,-18.9,0.9,12.62
11900,69.3,7.2,31.0,0.0,13.7,-26.1,-22.5,-18.9,1.0,11.55
11901,69.2,7.1,31.0,0.0,13.9,-25.9,-22.3,-18.8,1.0,11.63
11902,69.3,7.1,31.0,0.0,13.8,-25.9,-22.3,-18.8,1.0,9.86
11903,69.4,7.1,31.0,0.0,13.7,-26.0,-22.4,-18.9,1.0,10.2
11904,70.0,7.0,31.0,0.0,14.1,-26.0,-22.5,-19.0,1.0,10.6
11905,69.1,7.0,31.0,0.0,14.6,-26.6,-23.1,-19.6,1.0,12.74
11906,69.4,7.0,31.0,0.0,14.6,-26.6,-23.1,-19.6,1.0,12.82
11907,68.3,7.1,31.0,0.0,15.3,-26.3,-22.7,-19.2,0.9,12.0
11908,68.7,7.2,31.0,0.0,15.5,-27.0,-23.4,-19.8,0.9,12.6
11909,69.1,7.3,31.0,0.0,16.7,-27.1,-23.4,-19.8,0.9,12.58
11910,69.6,7.4,31.0,0.0,17.7,-27.3,-23.6,-19.9,0.9,12.62
11911,68.4,7.5,31.0,0.0,19.0,-27.6,-23.8,-20.1,0.8,12.77
11912,67.1,7.7,31.0,0.0,20.5,-28.2,-24.3,-20.5,0.8,13.19
11913,67.5,7.7,31.0,0.0,21.4,-28.3,-24.4,-20.6,0.8,13.84
11914,68.9,7.7,31.0,0.0,20.7,-28.5,-24.6,-20.8,0.8,13.81
11915,69.7,7.8,31.0,0.0,21.4,-28.7,-24.8,-20.9,0.8,10.14
11916,70.5,7.8,31.0,0.0,21.8,-28.9,-25.0,-21.1,0.8,9.57
11917,71.4,7.8,31.0,0.0,20.7,-29.0,-25.1,-21.2,0.8,8.79
11918,73.2,7.8,31.0,0.0,20.1,-29.2,-25.3,-21.4,0.8,8.78
11919,74.2,7.9,31.0,0.0,18.9,-30.2,-26.2,-22.3,0.7,8.15
11920,74.4,8.0,31.0,0.0,18.6,-30.8,-26.8,-22.8,0.6,7.74
11921,74.4,7.9,31.0,0.0,17.8,-31.5,-27.5,-23.6,0.5,7.54
11922,74.4,7.9,31.0,0.1,17.7,-32.1,-28.1,-24.2,0.2,7.36
11923,74.2,7.9,31.0,0.1,17.6,-32.4,-28.4,-24.5,0.2,7.39
11924,74.2,7.7,31.0,0.1,16.4,-32.0,-28.1,-24.3,0.3,7.58
11925,74.1,7.6,31.0,0.1,17.1,-31.9,-28.1,-24.3,0.3,8.06
11926,74.1,7.6,31.0,0.1,16.6,-32.5,-28.7,-24.9,0.2,8.62
11927,73.9,7.5,31.0,0.1,15.6,-33.3,-29.5,-25.8,0.2,8.05
11928,73.7,7.5,31.0,0.1,15.9,-32.5,-28.7,-25.0,0.3,7.34
11929,73.5,7.7,31.0,0.1,15.6,-33.0,-29.1,-25.3,0.2,6.78
11930,73.3,7.7,31.0,0.0,14.7,-32.7,-28.8,-25.0,0.3,6.46
11931,72.9,7.8,31.0,0.1,14.0,-33.3,-29.4,-25.5,0.2,6.4
11932,72.6,7.8,31.0,0.0,13.8,-33.0,-29.1,-25.2,0.4,6.38
11933,72.3,8.1,31.0,0.0,13.1,-33.5,-29.4,-25.4,0.4,6.57
11934,72.1,8.3,31.0,0.0,12.4,-33.9,-29.7,-25.6,0.4,6.94
11935,71.3,8.5,31.0,0.0,11.6,-34.2,-29.9,-25.7,0.4,6.88
11936,72.4,8.8,31.0,0.0,10.9,-34.8,-30.4,-26.0,0.4,6.4
11937,72.4,9.2,31.0,0.0,10.4,-35.3,-30.7,-26.1,0.4,6.17
11938,72.4,9.5,31.0,0.0,10.1,-35.6,-30.8,-26.1,0.4,6.1
11939,71.5,9.8,31.0,0.0,9.5,-35.9,-31.0,-26.1,0.4,5.79
11940,70.8,10.2,31.0,0.0,9.5,-36.6,-31.5,-26.4,0.3,5.81
11941,71.4,10.4,31.0,0.0,9.4,-36.6,-31.4,-26.2,0.3,5.78
11942,72.0,10.3,31.0,0.0,9.4,-36.5,-31.3,-26.2,0.3,5.61
11943,71.9,10.1,31.0,0.0,8.7,-36.6,-31.5,-26.5,0.3,5.2
11944,72.0,10.0,31.0,0.0,8.7,-37.1,-32.1,-27.1,0.3,5.12
11945,72.2,9.9,31.0,0.0,8.2,-37.3,-32.3,-27.4,0.4,4.86
11946,72.5,9.7,31.0,0.0,8.4,-37.8,-32.9,-28.1,0.4,5.08
11947,71.7,9.8,31.0,0.0,8.8,-38.2,-33.3,-28.4,0.3,5.59
11948,72.2,9.6,31.0,0.0,9.5,-38.2,-33.4,-28.6,0.2,6.41
11949,72.7,9.6,31.0,0.0,9.2,-38.2,-33.4,-28.6,0.2,5.91
11950,74.4,9.4,31.0,0.0,9.7,-38.1,-33.4,-28.7,0.2,5.96
11951,74.9,9.4,31.0,0.0,9.2,-37.1,-32.4,-27.7,0.2,5.48
11952,75.5,9.1,31.0,0.0,9.3,-36.6,-32.0,-27.5,0.4,5.46
11953,75.3,9.0,31.0,0.0,9.9,-36.3,-31.8,-27.3,0.4,5.92
11954,75.4,9.1,31.0,0.0,10.1,-36.5,-31.9,-27.4,0.4,6.19
11955,75.4,8.9,31.0,0.0,10.2,-36.4,-31.9,-27.5,0.4,6.55
11956,76.9,8.8,31.0,0.0,10.3,-36.2,-31.8,-27.4,0.4,6.51
11957,76.8,8.7,31.0,0.0,9.9,-35.9,-31.5,-27.2,0.3,6.26
11958,76.7,8.6,31.0,0.0,10.1,-35.7,-31.4,-27.1,0.3,6.56
11959,76.5,8.5,31.0,0.0,10.5,-35.5,-31.2,-27.0,0.5,7.04
11960,75.0,8.4,31.0,0.0,10.9,-35.1,-30.9,-26.7,0.5,7.67
11961,74.8,8.3,31.0,0.0,11.4,-33.9,-29.7,-25.6,0.5,8.43
11962,75.8,8.2,31.0,0.0,11.4,-33.9,-29.8,-25.7,0.5,9.07
11963,76.7,8.0,31.0,0.0,11.2,-34.2,-30.2,-26.2,0.4,9.34
11964,77.9,7.8,31.0,0.0,11.2,-34.9,-31.0,-27.1,0.3,9.36
11965,77.8,7.8,31.0,0.1,10.6,-35.8,-31.9,-28.0,0.2,8.68
11966,76.4,7.8,31.0,0.1,10.5,-36.2,-32.3,-28.4,0.1,8.71
11967,75.1,8.1,31.0,0.1,9.9,-37.8,-33.7,-29.7,0.1,6.23
11968,73.9,8.2,31.0,0.1,9.8,-37.6,-33.5,-29.4,0.1,6.63
11969,72.9,8.3,31.0,0.1,9.7,-37.8,-33.6,-29.5,0.1,7.06
11970,71.8,8.3,31.0,0.1,10.3,-36.7,-32.5,-28.4,0.1,8.07
11971,71.0,8.3,31.0,0.0,10.8,-36.2,-32.0,-27.9,0.4,9.76
11972,71.3,8.3,31.0,0.0,10.7,-36.0,-31.8,-27.7,0.4,8.08
11973,71.7,8.2,31.0,0.0,10.7,-35.1,-31.0,-26.9,0.5,8.07
11974,72.2,8.0,31.0,0.0,10.8,-34.7,-30.7,-26.7,0.5,8.28
11975,72.6,7.7,31.0,0.0,11.1,-33.5,-29.6,-25.8,0.5,8.71
11976,74.1,7.6,31.0,0.0,11.3,-33.3,-29.5,-25.7,0.5,9.31
11977,75.8,7.4,31.0,0.0,12.5,-33.1,-29.4,-25.7,0.5,10.78
11978,76.3,7.1,31.0,0.0,12.8,-33.0,-29.4,-25.9,0.5,10.61
11979,75.5,6.9,31.0,0.0,14.8,-32.5,-29.0,-25.6,0.5,12.36
11980,76.1,6.8,31.0,0.0,14.1,-32.8,-29.4,-26.0,0.5,10.91
11981,76.5,6.9,31.0,0.0,14.3,-33.5,-30.0,-26.6,0.5,10.97
11982,77.0,6.7,31.0,0.0,14.5,-33.4,-30.0,-26.7,0.5,11.14
11983,77.4,6.6,31.0,0.0,15.5,-33.2,-29.9,-26.6,0.5,11.98
11984,77.8,6.5,31.0,0.0,16.3,-33.0,-29.7,-26.5,0.5,14.98
11985,79.5,6.3,31.0,0.0,17.0,-32.2,-29.0,-25.9,0.5,15.39
11986,81.1,6.2,31.0,0.0,16.6,-32.1,-29.0,-25.9,0.5,14.64
11987,81.4,6.3,31.0,0.0,15.4,-32.6,-29.4,-26.3,0.5,12.98
11988,82.9,6.3,31.0,0.0,15.0,-32.7,-29.5,-26.4,0.5,12.02
11989,83.1,6.2,31.0,0.0,13.8,-33.2,-30.1,-27.0,0.5,10.49
11990,82.3,6.4,31.0,0.0,13.6,-33.7,-30.5,-27.3,0.5,8.86
11991,82.0,6.4,31.0,0.0,12.6,-34.5,-31.3,-28.1,0.5,8.07
11992,81.6,6.4,31.0,0.0,11.5,-35.1,-31.9,-28.7,0.4,7.48
11993,81.1,6.4,31.0,0.0,11.2,-36.0,-32.8,-29.6,0.4,7.6
11994,80.6,6.5,31.0,0.0,10.2,-36.9,-33.6,-30.4,0.3,7.35
11995,80.1,6.6,31.0,0.0,10.0,-37.3,-34.0,-30.7,0.3,7.72
11996,78.5,6.7,31.0,0.0,9.8,-38.1,-34.7,-31.4,0.3,7.41
11997,77.1,6.6,31.0,0.0,10.4,-38.1,-34.8,-31.5,0.3,7.16
11998,75.6,6.6,31.0,0.0,8.6,-38.6,-35.3,-32.0,0.3,5.16
11999,74.0,6.5,31.0,0.0,8.4,-38.7,-35.4,-32.2,0.3,4.35
12000,72.4,6.5,31.0,0.0,8.2,-39.1,-35.8,-32.6,0.3,3.76
12001,70.8,6.6,31.0,0.0,8.0,-39.1,-35.8,-32.5,0.3,3.44
12002,69.4,6.6,31.0,0.0,7.0,-39.2,-35.9,-32.6,0.3,3.06
12003,66.2,6.5,31.0,0.0,6.8,-39.8,-36.5,-33.3,0.3,3.16
12004,64.7,6.6,31.0,0.0,6.5,-40.1,-36.8,-33.5,0.2,1.17
12005,64.5,6.7,31.0,0.0,6.2,-40.2,-36.8,-33.5,0.3,0.89
12006,60.5,6.5,31.0,0.0,6.0,-39.5,-36.2,-33.0,0.3,0.7
12007,59.3,6.6,31.0,0.0,5.8,-38.6,-35.3,-32.0,0.3,0.7
12008,58.1,6.5,31.0,0.0,5.8,-37.4,-34.1,-30.9,0.4,0.96
12009,57.1,6.6,31.0,0.0,6.2,-37.3,-34.0,-30.7,0.3,1.52
12010,56.1,7.0,31.0,0.0,6.4,-38.2,-34.7,-31.2,0.3,2.14
12011,55.3,7.0,31.0,0.0,7.3,-37.8,-34.3,-30.8,0.3,3.07
12012,54.5,6.7,31.0,0.0,8.2,-35.1,-31.7,-28.4,0.3,4.11
12013,54.9,6.7,31.0,0.0,9.2,-34.8,-31.4,-28.1,0.3,5.19
12014,54.0,6.7,31.0,0.0,9.9,-33.9,-30.5,-27.2,0.3,6.21
12015,53.0,6.9,31.0,0.0,10.7,-34.6,-31.1,-27.7,0.3,6.09
12016,53.2,6.6,31.0,0.1,11.6,-32.8,-29.5,-26.2,0.3,6.17
12017,52.1,6.5,31.0,0.1,12.8,-32.1,-28.8,-25.6,0.3,6.05
12018,51.1,6.5,31.0,0.1,14.1,-31.1,-27.8,-24.6,0.3,6.36
12019,51.3,6.3,31.0,0.2,15.5,-30.0,-26.8,-23.7,0.3,6.55
12020,51.5,6.3,31.0,0.1,16.7,-28.7,-25.5,-22.4,0.5,6.5
12021,53.0,6.1,31.0,0.1,17.5,-27.0,-23.9,-20.9,0.6,6.48
12022,53.3,5.9,31.0,0.1,19.3,-25.0,-22.0,-19.1,0.8,5.99
12023,53.6,6.0,31.0,0.1,19.3,-24.4,-21.4,-18.4,0.8,5.99
12024,55.0,6.1,31.0,0.2,19.2,-25.7,-22.6,-19.6,0.6,6.49
12025,56.2,6.3,31.0,0.2,20.9,-25.9,-22.7,-19.6,0.6,6.95
12026,56.1,6.4,31.0,0.1,22.5,-26.2,-23.0,-19.8,0.7,7.27
12027,57.3,6.4,31.0,0.2,23.9,-26.4,-23.2,-20.0,0.6,7.88
12028,59.6,6.3,31.0,0.1,25.2,-25.1,-21.9,-18.8,0.9,8.03
12029,60.7,6.3,31.0,0.0,26.1,-24.4,-21.2,-18.1,1.0,8.5
12030,61.8,6.4,31.0,0.0,24.5,-24.5,-21.3,-18.1,1.0,8.88
12031,61.6,6.3,31.0,0.1,23.9,-23.9,-20.7,-17.6,1.0,9.17
12032,62.5,6.2,31.0,0.0,21.6,-22.9,-19.8,-16.7,1.3,9.85
12033,63.5,6.2,31.0,0.0,19.5,-23.0,-19.9,-16.8,1.2,10.26
12034,63.2,6.0,31.0,0.0,18.1,-22.1,-19.1,-16.1,1.3,10.43
12035,65.4,5.8,31.0,0.0,18.3,-20.8,-17.9,-15.0,1.4,9.99
12036,63.7,5.8,31.0,0.0,15.9,-20.5,-17.6,-14.7,1.4,9.68
12037,63.4,5.5,31.0,0.1,14.5,-19.5,-16.7,-14.0,1.4,9.37
12038,63.2,5.5,31.0,0.1,12.6,-19.8,-17.0,-14.3,1.3,9.34
12039,64.2,5.6,31.0,0.1,14.2,-20.3,-17.5,-14.7,1.3,9.84
12040,65.3,5.9,31.0,0.1,15.1,-21.7,-18.7,-15.8,1.2,10.62
12041,65.2,6.4,31.0,0.1,14.5,-24.0,-20.8,-17.6,1.0,11.14
12042,66.4,6.6,31.0,0.0,15.7,-24.5,-21.2,-17.9,1.0,11.39
12043,67.5,6.8,31.0,0.0,16.2,-24.9,-21.5,-18.1,1.2,11.41
12044,68.8,6.9,31.0,0.0,16.6,-24.5,-21.0,-17.6,1.4,11.32
12045,68.8,6.8,31.0,0.0,15.3,-23.9,-20.5,-17.1,1.3,10.82
12046,75.4,7.2,31.0,0.0,11.4,-23.1,-19.5,-15.9,1.5,11.45
12047,74.0,7.4,31.0,0.0,12.3,-24.6,-20.9,-17.2,1.3,10.19
12048,74.0,7.3,31.0,0.0,14.6,-23.9,-20.2,-16.6,1.4,9.01
12049,72.8,7.4,31.0,0.0,18.0,-23.5,-19.8,-16.1,1.4,7.91
12050,71.5,6.9,31.0,0.0,21.7,-21.0,-17.5,-14.1,1.7,6.96
12051,90.6,5.5,29.55,0.1,60.9,-9.1,-6.3,-3.6,3.6,22.15
12052,90.9,5.4,29.66,0.0,67.2,-9.3,-6.6,-3.9,3.7,23.65
12053,92.4,5.4,29.77,0.0,73.5,-9.5,-6.8,-4.1,3.7,23.47
12054,94.1,5.2,29.72,0.0,78.1,-9.4,-6.8,-4.2,3.6,23.75
12055,95.6,5.2,29.66,0.1,75.2,-9.3,-6.7,-4.1,3.6,23.14
12056,94.9,5.4,29.93,0.0,72.4,-9.8,-7.1,-4.4,3.6,22.29
12057,94.9,5.5,30.08,0.0,67.6,-10.1,-7.3,-4.6,3.6,22.85
12058,93.6,5.7,30.25,0.0,64.3,-10.5,-7.6,-4.8,3.5,22.62
12059,92.4,5.7,30.41,0.0,66.6,-10.9,-8.0,-5.2,3.4,22.53
12060,92.3,5.9,30.62,0.0,66.4,-11.5,-8.5,-5.6,3.2,22.75
12061,92.1,6.1,30.7,0.0,64.7,-11.8,-8.7,-5.7,3.1,22.07
12062,93.1,5.9,30.78,0.0,66.7,-12.1,-9.1,-6.2,3.1,21.9
12063,91.0,6.0,30.88,0.1,69.2,-12.6,-9.6,-6.6,2.8,21.67
12064,90.8,6.1,30.93,0.1,65.2,-12.9,-9.8,-6.8,2.7,21.19
12065,91.9,6.1,30.91,0.1,60.0,-12.8,-9.7,-6.7,2.8,20.35
12066,91.7,6.2,30.94,0.0,57.9,-13.0,-9.9,-6.8,2.8,18.21
12067,91.5,6.3,30.97,0.1,55.3,-13.3,-10.1,-7.0,2.6,17.74
12068,91.3,6.3,30.98,0.1,52.2,-13.4,-10.2,-7.1,2.6,17.12
12069,91.2,6.4,30.99,0.0,52.1,-13.7,-10.5,-7.3,2.7,16.37
12070,90.1,6.5,31.0,0.0,49.3,-14.0,-10.7,-7.5,2.7,15.93
12071,89.9,6.5,31.0,0.0,46.0,-14.1,-10.8,-7.6,2.6,16.01
12072,89.7,6.6,31.0,0.0,45.3,-14.6,-11.3,-8.0,2.6,15.83
12073,89.4,6.6,31.0,0.0,45.9,-15.1,-11.8,-8.5,2.4,15.84
12074,90.3,6.8,31.0,0.0,40.5,-15.3,-11.9,-8.5,2.4,15.46
12075,90.2,6.7,31.0,0.0,42.2,-15.3,-11.9,-8.6,2.4,15.53
