index,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ
2702,15300,54412.0,95123.0,DebtCon,ProfExe,6.0,0.0,0.0
2703,15300,53736.0,102094.0,HomeImp,Other,0.0,0.0,2.0
2704,15300,,53184.0,DebtCon,Office,1.0,0.0,0.0
2705,15300,84989.0,98781.0,HomeImp,Office,,0.0,0.0
2706,15300,33113.0,57991.0,DebtCon,Other,4.0,0.0,0.0
2707,15300,24025.0,42722.0,,Office,2.0,0.0,0.0
2708,15300,78375.0,108175.0,HomeImp,Other,6.0,1.0,0.0
2709,15300,77069.0,104534.0,DebtCon,ProfExe,0.0,0.0,0.0
2710,15300,49421.0,67343.0,DebtCon,Other,4.0,0.0,0.0
2711,15400,103934.0,113696.0,DebtCon,Office,4.0,0.0,0.0
2712,15400,32131.0,47338.0,HomeImp,Other,9.0,0.0,0.0
2713,15400,100848.0,129454.0,HomeImp,ProfExe,10.0,0.0,0.0
2714,15400,48275.0,69427.0,DebtCon,ProfExe,17.0,0.0,0.0
2715,15400,32855.0,69663.0,DebtCon,ProfExe,7.0,0.0,0.0
2716,15400,10074.0,57135.0,DebtCon,ProfExe,4.0,0.0,0.0
2717,15400,50402.0,65561.0,DebtCon,Mgr,25.0,0.0,0.0
2718,15400,180017.0,206148.0,DebtCon,Mgr,2.0,0.0,2.0
2719,15400,59518.0,91172.0,DebtCon,Office,2.0,0.0,0.0
2720,15400,63456.0,96794.0,DebtCon,ProfExe,3.0,0.0,0.0
2721,15400,25822.0,43334.0,,Office,1.0,0.0,0.0
2722,15400,104451.0,119195.0,DebtCon,Office,5.0,0.0,0.0
2723,15400,58085.0,91192.0,DebtCon,ProfExe,10.0,0.0,0.0
2724,15400,,43899.0,HomeImp,Other,0.0,0.0,0.0
2725,15400,34574.0,69751.0,DebtCon,ProfExe,6.0,0.0,0.0
2726,15400,110900.0,126400.0,DebtCon,,16.0,0.0,0.0
2727,15400,47749.0,74451.0,DebtCon,Mgr,3.0,0.0,0.0
2728,15400,,55421.0,DebtCon,Office,2.0,0.0,0.0
2729,15400,73793.0,86176.0,DebtCon,Other,2.0,1.0,0.0
2730,15400,30703.0,57184.0,HomeImp,Other,10.0,0.0,0.0
2731,15400,28669.0,43078.0,DebtCon,Mgr,14.0,1.0,0.0
2732,15400,101981.0,145125.0,DebtCon,Office,3.0,,
2733,15400,7839.0,48276.0,DebtCon,ProfExe,4.0,0.0,0.0
2734,15400,39452.0,56834.0,DebtCon,Other,7.0,1.0,0.0
2735,15400,50121.0,67755.0,DebtCon,Other,3.0,0.0,0.0
2736,15500,57993.0,82248.0,DebtCon,Other,10.0,0.0,0.0
2737,15500,56206.0,137388.0,DebtCon,Other,2.0,0.0,0.0
2738,15500,158506.0,179499.0,DebtCon,ProfExe,8.0,,0.0
2739,15500,59316.0,80837.0,DebtCon,Other,1.0,0.0,0.0
2740,15500,127793.0,158580.0,DebtCon,Mgr,,0.0,0.0
2741,15500,36650.0,62963.0,DebtCon,ProfExe,6.0,0.0,0.0
2742,15500,74761.0,92729.0,DebtCon,ProfExe,9.0,0.0,1.0
2743,15500,25448.0,39188.0,,Office,3.0,0.0,0.0
2744,15500,93730.0,106841.0,DebtCon,Sales,13.0,,1.0
2745,15500,88929.0,115249.0,DebtCon,ProfExe,0.0,0.0,2.0
2746,15500,79185.0,88693.0,DebtCon,Mgr,19.0,0.0,0.0
2747,15500,98646.0,115669.0,DebtCon,Other,13.0,0.0,0.0
2748,15500,71412.0,93723.0,DebtCon,Mgr,19.0,0.0,0.0
2749,15500,97596.0,119326.0,DebtCon,Office,0.0,,3.0
2750,15500,52051.0,88200.0,DebtCon,Office,30.0,0.0,0.0
2751,15500,48100.0,67000.0,DebtCon,Other,15.0,,
2752,15500,26452.0,43900.0,DebtCon,Mgr,21.0,1.0,2.0
2753,15500,38900.0,60500.0,DebtCon,Other,8.0,7.0,4.0
2754,15500,28269.0,52822.0,HomeImp,Other,9.0,0.0,0.0
2755,15500,25751.0,43531.0,,Office,0.0,0.0,0.0
2756,15500,46846.0,70082.0,DebtCon,ProfExe,7.0,0.0,0.0
2757,15500,46125.0,63276.0,DebtCon,Mgr,27.0,0.0,0.0
2758,15500,54653.0,73117.0,DebtCon,Other,13.0,,
2759,15500,20800.0,173566.0,HomeImp,Self,6.0,0.0,0.0
2760,15500,82054.0,104627.0,DebtCon,Sales,3.0,0.0,0.0
2761,15500,116543.0,133986.0,DebtCon,,17.0,0.0,0.0
2762,15500,17727.0,39746.0,,Office,1.0,0.0,0.0
2763,15500,96426.0,122322.0,DebtCon,Office,12.0,0.0,0.0
2764,15600,,66837.0,,,9.0,0.0,0.0
2765,15600,83758.0,106992.0,HomeImp,ProfExe,3.0,0.0,0.0
2766,15600,102572.0,112721.0,DebtCon,Office,3.0,0.0,1.0
2767,15600,49151.0,62005.0,DebtCon,Other,4.0,0.0,0.0
2768,15600,102881.0,117868.0,DebtCon,Other,11.0,0.0,0.0
2769,15600,104458.0,137583.0,DebtCon,Other,1.0,0.0,0.0
2770,15600,27599.0,47615.0,HomeImp,Other,10.0,0.0,0.0
2771,15600,75701.0,106389.0,DebtCon,ProfExe,0.0,0.0,0.0
2772,15600,62622.0,106824.0,HomeImp,ProfExe,9.0,0.0,0.0
2773,15600,76724.0,96942.0,DebtCon,Other,0.0,1.0,0.0
2774,15600,89312.0,110431.0,HomeImp,ProfExe,2.0,0.0,0.0
2775,15600,105959.0,121747.0,DebtCon,Other,0.0,0.0,0.0
2776,15600,58728.0,92443.0,HomeImp,ProfExe,6.0,0.0,0.0
2777,15600,74156.0,101136.0,DebtCon,Mgr,11.0,0.0,3.0
2778,15600,63500.0,80000.0,DebtCon,Sales,0.2,3.0,0.0
2779,15600,92789.0,123455.0,DebtCon,Other,13.0,0.0,0.0
2780,15600,68056.0,103179.0,HomeImp,ProfExe,7.0,0.0,0.0
2781,15600,47537.0,66581.0,DebtCon,Other,7.0,0.0,1.0
2782,15600,62582.0,131510.0,DebtCon,Self,2.0,0.0,2.0
2783,15600,51990.0,141518.0,DebtCon,Other,1.0,0.0,0.0
2784,15700,53443.0,77704.0,DebtCon,Office,2.0,0.0,5.0
2785,15700,80200.0,88545.0,DebtCon,Mgr,21.0,0.0,0.0
2786,15700,64625.0,93272.0,DebtCon,Office,0.0,0.0,0.0
2787,15700,64793.0,99157.0,HomeImp,ProfExe,22.0,0.0,0.0
2788,15700,135886.0,181894.0,DebtCon,Mgr,10.0,0.0,0.0
2789,15700,75764.0,97122.0,DebtCon,Other,5.0,2.0,0.0
2790,15700,35873.0,52800.0,HomeImp,Other,10.0,0.0,0.0
2791,15700,46423.0,72198.0,DebtCon,Other,0.0,,2.0
2792,15700,48093.0,65686.0,DebtCon,ProfExe,3.0,0.0,0.0
2793,15700,111367.0,127421.0,DebtCon,,16.0,0.0,0.0
2794,15700,149305.0,,DebtCon,ProfExe,25.0,0.0,2.0
2795,15700,85384.0,101302.0,DebtCon,Other,1.0,0.0,0.0
2796,15700,95128.0,122248.0,DebtCon,Other,10.0,0.0,0.0
2797,15700,,28198.0,DebtCon,Other,12.0,,
2798,15700,79346.0,93472.0,DebtCon,Mgr,19.0,0.0,0.0
2799,15700,64185.0,84000.0,DebtCon,Other,0.2,2.0,2.0
2800,15700,60316.0,80000.0,DebtCon,Mgr,0.2,1.0,0.0
2801,15700,83761.0,125860.0,HomeImp,Other,1.0,0.0,0.0
2802,15700,16804.0,34294.0,DebtCon,Mgr,9.0,0.0,0.0
2803,15700,122646.0,204282.0,DebtCon,Other,2.0,0.0,0.0
2804,15700,87754.0,103045.0,HomeImp,Other,21.0,0.0,0.0
2805,15700,,54557.0,DebtCon,Office,2.0,0.0,0.0
2806,15700,99618.0,131710.0,DebtCon,Mgr,5.0,,
2807,15700,81709.0,111127.0,HomeImp,ProfExe,4.0,0.0,0.0
2808,15700,40314.0,60640.0,HomeImp,Other,25.0,0.0,0.0
2809,15700,46124.0,67964.0,DebtCon,ProfExe,6.0,0.0,0.0
2810,15700,74587.0,93180.0,DebtCon,Mgr,19.0,0.0,0.0
2811,15700,58410.0,89082.0,DebtCon,Office,29.0,0.0,0.0
2812,15700,53478.0,68885.0,DebtCon,Other,5.0,0.0,0.0
2813,15700,83830.0,122719.0,,,,,
2814,15800,91095.0,109401.0,DebtCon,Sales,12.0,,1.0
2815,15800,51281.0,144202.0,DebtCon,Other,1.0,0.0,0.0
2816,15800,9407.0,60165.0,DebtCon,Sales,1.0,0.0,0.0
2817,15800,61073.0,90897.0,DebtCon,ProfExe,8.0,0.0,0.0
2818,15800,25344.0,79736.0,HomeImp,Other,,0.0,0.0
2819,15800,,30395.0,DebtCon,Other,12.0,,
2820,15800,89765.0,111792.0,DebtCon,ProfExe,1.0,0.0,2.0
2821,15800,,44144.0,HomeImp,Other,0.0,0.0,0.0
2822,15800,58100.0,83000.0,DebtCon,ProfExe,2.0,1.0,1.0
2823,15800,,58995.0,HomeImp,Other,1.0,2.0,3.0
2824,15800,104913.0,121214.0,DebtCon,ProfExe,2.0,0.0,0.0
2825,15800,51163.0,157644.0,DebtCon,ProfExe,19.0,0.0,0.0
2826,15800,101246.0,142340.0,DebtCon,Office,2.0,,
2827,15800,78905.0,97628.0,DebtCon,Other,0.0,0.0,0.0
2828,15800,74815.0,89721.0,DebtCon,Mgr,16.0,0.0,0.0
2829,15800,24939.0,39285.0,,Office,2.0,0.0,0.0
2830,15800,103537.0,111139.0,DebtCon,Office,3.0,0.0,1.0
2831,15800,102552.0,138171.0,HomeImp,ProfExe,13.0,0.0,0.0
2832,15800,58388.0,100944.0,HomeImp,Other,0.0,0.0,3.0
2833,15800,,96579.0,DebtCon,Office,28.0,0.0,0.0
2834,15800,71820.0,89739.0,DebtCon,Other,0.0,1.0,1.0
2835,15800,94363.0,128434.0,DebtCon,Mgr,4.0,,
2836,15800,41661.0,80457.0,DebtCon,Mgr,3.0,0.0,1.0
2837,15800,,96642.0,DebtCon,Office,26.0,0.0,0.0
2838,15800,20665.0,43790.0,DebtCon,Mgr,8.0,0.0,0.0
2839,15800,42504.0,64847.0,HomeImp,Other,,0.0,0.0
2840,15800,46716.0,60231.0,DebtCon,Other,3.0,0.0,0.0
2841,15800,69928.0,,,Other,23.0,0.0,3.0
2842,15800,74575.0,95815.0,DebtCon,Other,7.0,2.0,0.0
2843,15900,95120.0,114674.0,DebtCon,Office,4.0,0.0,1.0
2844,15900,46731.0,71521.0,DebtCon,ProfExe,18.0,0.0,0.0
2845,15900,96854.0,156450.0,DebtCon,Mgr,1.0,0.0,0.0
2846,15900,65827.0,97935.0,DebtCon,Office,1.0,0.0,0.0
2847,15900,52012.0,105877.0,HomeImp,Other,0.0,0.0,2.0
2848,15900,50715.0,70467.0,DebtCon,Other,0.0,,1.0
2849,15900,49516.0,105352.0,HomeImp,Other,0.0,0.0,2.0
2850,15900,94108.0,113888.0,HomeImp,Office,2.0,0.0,0.0
2851,15900,38514.0,50309.0,DebtCon,Other,6.0,1.0,0.0
2852,15900,79660.0,96393.0,DebtCon,Other,4.0,2.0,0.0
2853,15900,102564.0,120724.0,DebtCon,ProfExe,0.0,0.0,0.0
2854,15900,38860.0,68912.0,DebtCon,ProfExe,9.0,0.0,0.0
2855,15900,101412.0,119751.0,DebtCon,Other,9.0,0.0,0.0
2856,15900,97478.0,120514.0,DebtCon,Office,1.0,,3.0
2857,15900,48563.0,64679.0,DebtCon,ProfExe,4.0,0.0,0.0
2858,15900,42623.0,66458.0,DebtCon,ProfExe,4.0,0.0,0.0
2859,15900,69548.0,89775.0,DebtCon,Other,1.0,0.0,0.0
2860,15900,43830.0,59530.0,DebtCon,Other,4.6,1.0,0.0
2861,15900,89500.0,104200.0,DebtCon,ProfExe,15.0,0.0,3.0
2862,15900,107336.0,120451.0,DebtCon,Other,1.0,0.0,0.0
2863,15900,112973.0,129878.0,DebtCon,,17.0,0.0,0.0
2864,15900,101337.0,,HomeImp,Other,4.0,0.0,0.0
2865,15900,68304.0,92271.0,DebtCon,Other,1.0,1.0,2.0
2866,15900,68079.0,90212.0,HomeImp,Other,,0.0,0.0
2867,15900,71841.0,96424.0,HomeImp,Office,10.0,,
2868,15900,88000.0,109500.0,DebtCon,ProfExe,7.0,0.0,0.0
2869,15900,58518.0,82095.0,HomeImp,ProfExe,10.0,0.0,2.0
2870,15900,90017.0,114267.0,DebtCon,ProfExe,8.0,0.0,0.0
2871,15900,19639.0,171350.0,HomeImp,Self,8.0,0.0,0.0
2872,15900,94078.0,118359.0,DebtCon,Other,13.0,0.0,0.0
2873,15900,16744.0,52234.0,DebtCon,ProfExe,3.0,0.0,0.0
2874,16000,56295.0,77146.0,DebtCon,Office,0.0,0.0,0.0
2875,16000,,51792.0,DebtCon,Other,,,
2876,16000,71861.0,95315.0,HomeImp,ProfExe,24.0,0.0,0.0
2877,16000,32918.0,52482.0,DebtCon,ProfExe,3.0,0.0,0.0
2878,16000,74459.0,103255.0,DebtCon,Other,6.0,3.0,0.0
2879,16000,20648.0,167020.0,HomeImp,Self,5.0,0.0,0.0
2880,16000,82097.0,100225.0,DebtCon,Other,0.0,0.0,0.0
2881,16000,133193.0,160919.0,DebtCon,Mgr,,0.0,0.0
2882,16000,88093.0,106943.0,DebtCon,ProfExe,7.0,0.0,0.0
2883,16000,20000.0,60000.0,HomeImp,Other,11.0,0.0,0.0
2884,16000,31000.0,54000.0,DebtCon,Other,16.0,0.0,0.0
2885,16000,101000.0,130000.0,DebtCon,ProfExe,7.5,0.0,0.0
2886,16000,62200.0,89200.0,DebtCon,Other,1.9,0.0,0.0
2887,16000,90900.0,152300.0,HomeImp,ProfExe,5.0,0.0,0.0
2888,16000,42000.0,63400.0,HomeImp,Office,3.5,0.0,0.0
2889,16000,38600.0,57822.0,DebtCon,Other,17.0,0.0,0.0
2890,16000,96000.0,160050.0,,Other,,1.0,
2891,16000,65000.0,91000.0,DebtCon,Mgr,0.2,0.0,0.0
2892,16000,16300.0,128200.0,DebtCon,Other,10.0,0.0,0.0
2893,16000,69322.0,106189.0,HomeImp,ProfExe,2.0,1.0,1.0
2894,16000,83200.0,,DebtCon,ProfExe,0.6,0.0,0.0
2895,16000,88238.0,117500.0,DebtCon,Other,4.0,0.0,3.0
2896,16000,50000.0,71130.0,DebtCon,ProfExe,2.5,0.0,0.0
2897,16000,70000.0,87400.0,DebtCon,Office,18.0,,3.0
2898,16000,63005.0,90908.0,HomeImp,Other,,0.0,0.0
2899,16000,,33382.0,DebtCon,Other,13.0,,
2900,16000,98338.0,115759.0,DebtCon,Other,8.0,0.0,0.0
2901,16000,84505.0,108652.0,DebtCon,Office,30.0,,1.0
2902,16000,71670.0,84124.0,DebtCon,Other,10.0,0.0,0.0
2903,16000,52546.0,63837.0,DebtCon,Other,7.0,0.0,1.0
2904,16000,77067.0,94613.0,DebtCon,Other,5.0,0.0,0.0
2905,16000,,46140.0,DebtCon,Other,,,
2906,16000,85228.0,91519.0,HomeImp,Office,,0.0,0.0
2907,16000,62973.0,87698.0,DebtCon,Office,1.0,0.0,0.0
2908,16000,140979.0,181166.0,DebtCon,Mgr,9.0,0.0,0.0
2909,16000,57944.0,89778.0,HomeImp,ProfExe,2.0,0.0,0.0
2910,16000,65901.0,85627.0,DebtCon,Office,5.0,0.0,0.0
2911,16000,66395.0,85782.0,DebtCon,Other,1.0,2.0,1.0
2912,16000,69861.0,87086.0,DebtCon,Other,7.0,0.0,0.0
2913,16100,49371.0,77400.0,DebtCon,Office,3.0,2.0,2.0
2914,16100,76644.0,103192.0,DebtCon,Other,5.0,2.0,0.0
2915,16100,94089.0,159427.0,HomeImp,ProfExe,6.0,0.0,0.0
2916,16100,,30695.0,HomeImp,Other,11.0,0.0,1.0
2917,16100,63798.0,91045.0,HomeImp,Other,,0.0,0.0
2918,16100,59734.0,93756.0,DebtCon,Office,31.0,0.0,0.0
2919,16100,99844.0,114647.0,DebtCon,Other,11.0,0.0,0.0
2920,16100,107758.0,124610.0,DebtCon,ProfExe,0.0,0.0,0.0
2921,16100,45973.0,64430.0,HomeImp,Office,3.0,0.0,0.0
2922,16100,63152.0,85097.0,DebtCon,Office,5.0,0.0,0.0
2923,16100,76981.0,106014.0,DebtCon,ProfExe,0.0,0.0,0.0
2924,16100,33209.0,52000.0,DebtCon,Other,8.0,0.0,0.0
2925,16100,61712.0,82649.0,DebtCon,Other,12.0,0.0,0.0
2926,16100,105719.0,116491.0,DebtCon,Other,1.0,0.0,0.0
2927,16100,47198.0,79384.0,DebtCon,Other,1.0,,1.0
2928,16100,41379.0,57862.0,DebtCon,Other,17.0,0.0,0.0
2929,16100,54715.0,71673.0,DebtCon,Office,1.0,0.0,0.0
2930,16100,49244.0,65523.0,HomeImp,Office,2.0,0.0,0.0
2931,16100,,29725.0,DebtCon,Other,11.0,,
2932,16100,26276.0,168105.0,HomeImp,Self,7.0,0.0,0.0
2933,16100,51041.0,72749.0,DebtCon,Other,8.0,0.0,0.0
2934,16100,72942.0,99544.0,DebtCon,Other,5.0,2.0,0.0
2935,16100,81145.0,92943.0,DebtCon,ProfExe,8.0,1.0,2.0
2936,16100,68905.0,91572.0,DebtCon,Office,3.0,0.0,0.0
2937,16200,43794.0,69458.0,HomeImp,Office,2.0,0.0,0.0
2938,16200,25329.0,37433.0,DebtCon,ProfExe,21.0,1.0,0.0
2939,16200,104896.0,137950.0,DebtCon,Office,2.0,,
2940,16200,62258.0,92595.0,DebtCon,Office,2.0,0.0,0.0
2941,16200,49552.0,82523.0,DebtCon,Mgr,4.0,0.0,0.0
2942,16200,68873.0,101797.0,HomeImp,ProfExe,23.0,0.0,0.0
2943,16200,87248.0,116407.0,DebtCon,Other,20.0,0.0,0.0
2944,16200,49780.0,109050.0,HomeImp,Office,2.0,,2.0
2945,16200,,95280.0,,Other,,0.0,0.0
2946,16200,70703.0,87682.0,DebtCon,Other,10.0,0.0,0.0
2947,16200,62783.0,94394.0,DebtCon,Office,1.0,0.0,0.0
2948,16200,83448.0,135447.0,DebtCon,Mgr,17.0,0.0,5.0
2949,16200,53600.0,73500.0,DebtCon,Other,5.0,,
2950,16200,95465.0,114758.0,DebtCon,Other,7.0,0.0,0.0
2951,16200,71530.0,88569.0,DebtCon,Mgr,14.0,0.0,0.0
2952,16200,96049.0,129091.0,DebtCon,Mgr,5.0,,
2953,16200,22956.0,44866.0,DebtCon,Mgr,16.0,0.0,0.0
2954,16200,118585.0,131940.0,DebtCon,Sales,5.0,0.0,0.0
2955,16200,23466.0,206368.0,DebtCon,Mgr,9.0,7.0,3.0
2956,16200,86021.0,113030.0,DebtCon,Other,20.0,0.0,0.0
2957,16200,105502.0,117705.0,DebtCon,Other,0.0,0.0,0.0
2958,16200,76211.0,104348.0,DebtCon,Other,0.0,0.0,0.0
2959,16200,81933.0,131208.0,DebtCon,ProfExe,13.0,0.0,0.0
2960,16200,34984.0,46382.0,DebtCon,Other,11.0,0.0,0.0
2961,16200,46115.0,61917.0,HomeImp,Other,2.0,0.0,0.0
2962,16300,31800.0,63000.0,DebtCon,Other,12.0,1.0,5.0
2963,16300,22352.0,165315.0,HomeImp,Self,9.0,0.0,0.0
2964,16300,7774.0,88649.0,HomeImp,Other,14.0,0.0,1.0
2965,16300,79087.0,102921.0,DebtCon,Sales,23.0,0.0,0.0
2966,16300,84480.0,101243.0,DebtCon,Office,30.0,,0.0
2967,16300,71510.0,89756.0,DebtCon,Other,2.0,0.0,0.0
2968,16300,105169.0,134992.0,DebtCon,Other,1.0,0.0,0.0
2969,16300,96431.0,161284.0,,Other,,0.0,
2970,16300,67524.0,85577.0,DebtCon,Other,8.0,0.0,0.0
2971,16300,43500.0,69875.0,DebtCon,ProfExe,5.0,0.0,0.0
2972,16300,25004.0,65000.0,DebtCon,Other,2.0,0.0,0.0
2973,16300,56075.0,88870.0,,ProfExe,11.0,0.0,0.0
2974,16300,59901.0,83232.0,HomeImp,Other,,0.0,0.0
2975,16300,49868.0,76131.0,DebtCon,Other,9.0,0.0,0.0
2976,16300,69327.0,102426.0,HomeImp,ProfExe,8.0,0.0,0.0
2977,16300,32188.0,78914.0,HomeImp,Other,,0.0,0.0
2978,16300,102826.0,114692.0,DebtCon,Other,8.0,0.0,0.0
2979,16300,34297.0,42629.0,HomeImp,Other,9.0,0.0,0.0
2980,16300,66038.0,98585.0,DebtCon,Office,1.0,0.0,0.0
2981,16400,50941.0,78801.0,DebtCon,ProfExe,4.0,0.0,0.0
2982,16400,74904.0,92308.0,DebtCon,Other,6.0,0.0,0.0
2983,16400,62786.0,79154.0,DebtCon,,7.0,,
2984,16400,21857.0,51994.0,HomeImp,ProfExe,7.0,0.0,0.0
2985,16400,71264.0,94726.0,DebtCon,Other,1.0,0.0,0.0
2986,16400,119879.0,128546.0,DebtCon,,16.0,0.0,0.0
2987,16400,86623.0,124048.0,,,,,
2988,16400,54818.0,74447.0,DebtCon,Office,3.0,2.0,3.0
2989,16400,57139.0,164133.0,DebtCon,ProfExe,21.0,0.0,0.0
2990,16400,73466.0,89453.0,DebtCon,Other,4.0,0.0,0.0
2991,16400,63574.0,88586.0,HomeImp,Other,,0.0,0.0
2992,16400,82869.0,94390.0,DebtCon,ProfExe,8.0,0.0,2.0
2993,16400,57651.0,76854.0,DebtCon,Office,1.0,0.0,0.0
2994,16400,48700.0,72500.0,DebtCon,Other,,0.0,1.0
2995,16400,81700.0,109025.0,DebtCon,ProfExe,10.0,0.0,0.0
2996,16400,62018.0,91832.0,DebtCon,ProfExe,9.0,0.0,0.0
2997,16400,,51454.0,DebtCon,Other,,,
2998,16400,107669.0,115881.0,DebtCon,Other,0.0,0.0,0.0
2999,16400,47428.0,76483.0,DebtCon,ProfExe,4.0,0.0,0.0
3000,16400,58664.0,89589.0,DebtCon,Office,27.0,0.0,0.0
3001,16400,71906.0,86144.0,DebtCon,Office,2.0,0.0,0.0
3002,16400,89858.0,105796.0,DebtCon,Office,29.0,,1.0
3003,16400,100014.0,122281.0,DebtCon,ProfExe,0.0,0.0,0.0
3004,16400,65898.0,85424.0,HomeImp,ProfExe,10.0,0.0,1.0
3005,16400,86422.0,116097.0,,,,,
3006,16400,102103.0,133626.0,DebtCon,ProfExe,5.0,0.0,0.0
3007,16400,85601.0,100078.0,HomeImp,Office,,0.0,0.0
3008,16500,44330.0,72618.0,DebtCon,Other,6.0,0.0,0.0
3009,16500,48491.0,112677.0,HomeImp,Office,2.0,,2.0
3010,16500,47636.0,59586.0,DebtCon,Other,16.0,0.0,0.0
3011,16500,52028.0,63745.0,DebtCon,Other,7.0,0.0,0.0
3012,16500,44110.0,65748.0,DebtCon,Other,7.0,0.0,0.0
3013,16500,,88454.0,DebtCon,Office,30.0,0.0,0.0
3014,16500,94403.0,,DebtCon,Office,9.0,0.0,1.0
3015,16500,64992.0,97348.0,HomeImp,Office,8.0,,
3016,16500,97010.0,128101.0,DebtCon,Mgr,9.0,,
3017,16500,77049.0,98658.0,DebtCon,Other,5.0,3.0,0.0
3018,16500,92900.0,116000.0,DebtCon,Mgr,10.0,1.0,
3019,16500,64081.0,100796.0,HomeImp,ProfExe,22.0,0.0,1.0
3020,16500,23169.0,41677.0,DebtCon,ProfExe,20.0,0.0,0.0
3021,16500,48833.0,68872.0,DebtCon,Other,1.0,0.0,0.0
3022,16500,143404.0,165267.0,DebtCon,Mgr,14.0,0.0,1.0
3023,16500,,42894.0,HomeImp,Other,1.0,0.0,0.0
3024,16500,67619.0,93500.0,HomeImp,ProfExe,8.0,0.0,0.0
3025,16500,56500.0,80000.0,DebtCon,Other,2.0,0.0,0.0
3026,16500,163000.0,193000.0,DebtCon,ProfExe,10.0,0.0,0.0
3027,16500,76000.0,110000.0,DebtCon,Mgr,18.0,0.0,0.0
3028,16500,65900.0,87000.0,DebtCon,Other,26.0,0.0,3.0
3029,16500,50000.0,,DebtCon,Mgr,1.0,0.0,0.0
3030,16500,67000.0,109500.0,DebtCon,Mgr,2.0,4.0,0.0
3031,16500,126872.0,167611.0,DebtCon,Office,5.0,0.0,0.0
3032,16500,51758.0,138693.0,DebtCon,Other,2.0,0.0,0.0
3033,16500,52030.0,158296.0,DebtCon,ProfExe,20.0,0.0,0.0
3034,16500,43223.0,46925.0,DebtCon,Other,10.0,0.0,0.0
3035,16500,44946.0,64918.0,HomeImp,Other,25.0,0.0,0.0
3036,16500,48674.0,73720.0,DebtCon,ProfExe,17.0,0.0,0.0
3037,16500,8795.0,164000.0,HomeImp,Mgr,23.0,0.0,0.0
3038,16500,74263.0,98922.0,DebtCon,Office,0.0,0.0,0.0
3039,16500,102552.0,144461.0,DebtCon,Office,1.0,,
3040,16500,42317.0,66966.0,HomeImp,ProfExe,3.0,0.0,0.0
3041,16500,94920.0,118156.0,DebtCon,Other,9.0,0.0,0.0
3042,16500,,29168.0,DebtCon,Other,11.0,,
3043,16500,45441.0,76145.0,DebtCon,Mgr,4.0,0.0,0.0
3044,16500,36206.0,53040.0,HomeImp,Other,9.0,0.0,0.0
3045,16600,9626.0,96887.0,HomeImp,Other,14.0,0.0,0.0
3046,16600,77380.0,123638.0,,,,,
3047,16600,95860.0,123546.0,DebtCon,Office,0.0,,2.0
3048,16600,81275.0,106691.0,DebtCon,ProfExe,1.0,0.0,0.0
3049,16600,57094.0,94944.0,,ProfExe,9.0,0.0,0.0
3050,16600,97749.0,164103.0,,Other,,1.0,
3051,16600,102543.0,119493.0,DebtCon,Office,3.0,0.0,0.0
3052,16600,55912.0,81552.0,DebtCon,Other,6.0,,
3053,16600,45877.0,68563.0,HomeImp,Office,2.0,1.0,0.0
3054,16600,74784.0,100221.0,DebtCon,Mgr,1.0,0.0,0.0
3055,16600,42259.0,,DebtCon,Other,1.5,1.0,3.0
3056,16600,,50732.0,DebtCon,Office,0.0,0.0,0.0
3057,16600,,56631.0,DebtCon,Office,2.0,0.0,0.0
3058,16600,71564.0,84627.0,DebtCon,Office,5.0,0.0,0.0
3059,16600,74681.0,95471.0,DebtCon,Other,6.0,0.0,0.0
3060,16600,28694.0,44165.0,DebtCon,ProfExe,20.0,0.0,1.0
3061,16600,,43880.0,DebtCon,Other,,,
3062,16600,69644.0,100411.0,DebtCon,Office,0.0,0.0,0.0
3063,16600,71096.0,104437.0,HomeImp,ProfExe,9.0,0.0,0.0
3064,16700,62933.0,91790.0,DebtCon,Other,2.0,0.0,0.0
3065,16700,64862.0,107919.0,HomeImp,ProfExe,10.0,0.0,0.0
3066,16700,62933.0,95498.0,DebtCon,Office,0.0,0.0,1.0
3067,16700,,29387.0,DebtCon,Other,13.0,,
3068,16700,102687.0,137417.0,DebtCon,ProfExe,7.0,0.0,0.0
3069,16700,86076.0,130341.0,DebtCon,ProfExe,12.0,0.0,0.0
3070,16700,31135.0,60478.0,DebtCon,Other,14.0,0.0,0.0
3071,16700,43794.0,61446.0,DebtCon,,6.0,0.0,0.0
3072,16700,54079.0,112463.0,HomeImp,Office,1.0,,3.0
3073,16700,51310.0,76704.0,DebtCon,Other,2.0,,2.0
3074,16700,11059.0,92706.0,HomeImp,Other,13.0,0.0,1.0
3075,16700,59207.0,83146.0,DebtCon,Other,2.0,0.0,0.0
3076,16700,77083.0,103540.0,DebtCon,Other,17.0,0.0,0.0
3077,16700,67238.0,96535.0,HomeImp,Office,7.0,,
3078,16700,,56374.0,DebtCon,Office,1.0,0.0,0.0
3079,16700,29404.0,45209.0,DebtCon,ProfExe,20.0,0.0,1.0
3080,16700,12830.0,56465.0,DebtCon,ProfExe,3.0,0.0,0.0
3081,16700,53423.0,85685.0,HomeImp,ProfExe,5.0,0.0,0.0
3082,16700,5106.0,93277.0,HomeImp,Other,14.0,0.0,0.0
3083,16700,105556.0,136568.0,DebtCon,Other,0.0,0.0,0.0
3084,16800,57329.0,83695.0,DebtCon,Other,3.0,0.0,0.0
