index,CLAGE,NINQ,CLNO,DEBTINC,y
2912,205.32804581,2.0,18.0,43.436334345,0
2913,214.06037616,1.0,51.0,44.21676389,1
2914,76.077935453,0.0,20.0,24.187933859,0
2915,101.96046007,0.0,16.0,35.994979529,0
2916,64.335741119,2.0,2.0,29.233014839,1
2917,298.21073119,0.0,19.0,30.961645128,0
2918,210.15893736,0.0,21.0,32.596219565,0
2919,169.983556,0.0,27.0,33.523278536,0
2920,129.17889813,0.0,29.0,34.2115674,0
2921,117.07375316,0.0,17.0,33.824716398,0
2922,102.40089779,1.0,20.0,24.175532914,0
2923,269.34262868,1.0,21.0,39.799112283,0
2924,91.3,1.0,15.0,,1
2925,94.645123603,0.0,9.0,27.548831204,1
2926,117.87361206,2.0,20.0,38.763699701,0
2927,297.4825046,1.0,9.0,36.736113667,0
2928,282.00628942,0.0,21.0,30.708487401,0
2929,186.21582869,0.0,25.0,29.670506363,0
2930,110.21989337,0.0,17.0,31.001523706,0
2931,85.951530438,2.0,8.0,33.496046557,0
2932,336.19846451,0.0,26.0,25.991819945,0
2933,90.325950674,2.0,15.0,43.897730329,0
2934,54.945678873,1.0,20.0,23.282933392,0
2935,343.49891676,,41.0,37.557976627,0
2936,165.45712458,0.0,25.0,24.920119989,0
2937,140.50291634,0.0,18.0,31.109528667,0
2938,207.15954753,2.0,16.0,32.718088027,0
2939,112.28309435,2.0,15.0,32.761337964,0
2940,177.85421954,0.0,25.0,22.21960047,0
2941,131.7057154,1.0,8.0,28.172032888,0
2942,220.96515227,0.0,23.0,36.259337335,0
2943,270.0076812,1.0,16.0,24.543268816,0
2944,128.28852927,0.0,23.0,39.57681143,0
2945,194.46001619,1.0,10.0,33.123728177,0
2946,87.211328556,3.0,10.0,31.379268837,0
2947,167.42934703,0.0,25.0,23.691156853,0
2948,129.78013164,9.0,19.0,45.554415483,1
2949,104.73333333,1.0,8.0,,0
2950,298.46443532,2.0,19.0,32.622560102,0
2951,,0.0,1.0,35.886710153,1
2952,251.16089383,3.0,42.0,36.692167907,0
2953,114.75901917,1.0,17.0,24.090882167,0
2954,202.38516993,2.0,40.0,23.977112224,1
2955,141.02742652,10.0,41.0,32.36849777,1
2956,284.15976669,0.0,17.0,26.65016531,0
2957,125.24258861,2.0,21.0,38.810661707,0
2958,141.04682436,1.0,18.0,33.334411917,0
2959,308.53202717,0.0,19.0,29.60368375,0
2960,175.14431949,3.0,20.0,39.740928127,1
2961,259.36069753,0.0,47.0,43.717499442,1
2962,124.9,1.0,14.0,,1
2963,304.3346951,0.0,27.0,27.56242667,0
2964,257.91592191,0.0,22.0,28.13047878,0
2965,256.25308431,0.0,45.0,36.987085694,1
2966,337.34230408,2.0,49.0,35.412870351,0
2967,193.13589022,0.0,30.0,31.413585832,0
2968,277.99294556,0.0,46.0,41.949854504,0
2969,256.3719323,,23.0,39.07781351,0
2970,75.434327987,3.0,11.0,31.761828777,0
2971,245.53333333,3.0,32.0,,0
2972,199.83333333,0.0,7.0,,1
2973,,1.0,16.0,24.689293685,0
2974,284.51430538,0.0,20.0,27.898802748,0
2975,81.274155797,2.0,9.0,40.372556541,1
2976,246.75466611,1.0,12.0,36.409094498,0
2977,250.72554619,0.0,49.0,40.722196346,0
2978,317.50797383,1.0,18.0,31.914238011,0
2979,80.489238338,2.0,11.0,30.284772591,0
2980,162.0654119,3.0,19.0,32.75346067,0
2981,266.04079897,2.0,32.0,32.904357011,0
2982,202.49044482,3.0,19.0,42.420345308,0
2983,,,,24.838940068,0
2984,201.93333333,0.0,14.0,,0
2985,177.2573424,1.0,31.0,35.034481355,0
2986,182.99738116,0.0,17.0,40.850886838,0
2987,,,,35.810769362,0
2988,208.08886428,1.0,50.0,41.95642972,1
2989,238.4610031,0.0,27.0,22.206846015,0
2990,198.82742376,3.0,19.0,41.523497409,0
2991,298.14655172,0.0,20.0,29.153372016,0
2992,358.05066023,,42.0,39.060627308,0
2993,172.2000922,0.0,25.0,31.819622172,0
2994,127.3,1.0,39.0,,1
2995,155.26666667,3.0,19.0,,0
2996,202.3225002,0.0,19.0,20.38046421,0
2997,338.11080678,,17.0,33.491836085,0
2998,136.81211951,1.0,21.0,39.699961675,0
2999,232.31554471,3.0,31.0,33.106835776,0
3000,211.44110206,0.0,21.0,34.256364885,0
3001,126.17015231,1.0,20.0,23.698007625,0
3002,340.71167514,2.0,49.0,36.003915936,0
3003,123.13398762,0.0,30.0,34.936673908,0
3004,173.53321041,0.0,14.0,26.931994858,0
3005,,,,35.598950764,0
3006,95.366348366,0.0,14.0,31.275182524,0
3007,176.69874119,1.0,25.0,43.027470528,0
3008,101.49536566,2.0,15.0,41.457025199,0
3009,138.0960861,1.0,23.0,37.253333224,0
3010,284.06554203,0.0,21.0,29.969006333,0
3011,105.53037606,4.0,18.0,41.344845835,1
3012,99.193552575,3.0,14.0,41.415631251,0
3013,320.42145028,0.0,16.0,14.097940896,0
3014,217.78684139,0.0,19.0,,1
3015,123.66882077,0.0,11.0,36.107923552,0
3016,250.68186198,2.0,41.0,36.933331164,0
3017,77.992816106,0.0,21.0,23.120073801,0
3018,83.166666667,1.0,27.0,,1
3019,243.94168588,1.0,24.0,38.327816354,0
3020,208.07694321,2.0,15.0,34.430575154,0
3021,60.390652294,0.0,12.0,22.459624387,1
3022,169.7373629,1.0,31.0,36.178122,1
3023,331.42686954,0.0,8.0,26.895804457,0
3024,82.166666667,0.0,16.0,,0
3025,308.43333333,3.0,16.0,,0
3026,262.73333333,1.0,38.0,,0
3027,242.5,5.0,31.0,,0
3028,109.56666667,5.0,35.0,,1
3029,120.73333333,3.0,11.0,,1
3030,217.1,2.0,24.0,,1
3031,136.12243475,1.0,21.0,26.404528407,0
3032,283.06984094,5.0,43.0,39.716770715,0
3033,218.53926573,0.0,27.0,22.484791751,0
3034,178.00238341,4.0,20.0,40.206333768,1
3035,247.27840785,0.0,14.0,24.357949543,0
3036,186.47307149,0.0,23.0,38.37360781,0
3037,76.066666667,2.0,21.0,,0
3038,139.83124654,3.0,20.0,31.814429354,0
3039,136.72448949,2.0,15.0,34.107888816,0
3040,206.23838916,3.0,17.0,35.00637947,0
3041,295.28552348,2.0,18.0,32.171631931,0
3042,102.1303682,2.0,8.0,31.566885272,0
3043,124.03338316,1.0,8.0,28.173450676,0
3044,118.30137184,0.0,9.0,17.747783551,0
3045,263.76624665,0.0,23.0,28.674701982,0
3046,,,,34.118615358,0
3047,252.75748794,1.0,29.0,40.608567483,0
3048,289.37613799,1.0,20.0,38.475240991,0
3049,,0.0,15.0,24.023048237,0
3050,263.8467774,,23.0,37.386854286,0
3051,276.69318517,0.0,33.0,29.284071859,0
3052,106.51293172,0.0,7.0,36.763752672,0
3053,119.50076473,0.0,18.0,33.073048345,0
3054,90.05044751,0.0,17.0,25.708393802,0
3055,209.96666667,0.0,20.0,,1
3056,96.362894746,2.0,9.0,42.399139279,0
3057,98.760223233,1.0,8.0,39.799527401,0
3058,114.64013288,1.0,20.0,22.323142605,0
3059,187.65351043,4.0,19.0,40.453753155,0
3060,206.71765119,2.0,16.0,30.63902291,0
3061,351.725503,,15.0,31.534288917,0
3062,149.09522704,4.0,19.0,29.725746822,0
3063,246.95963628,1.0,12.0,37.099532605,0
3064,185.37246242,0.0,31.0,35.25727149,0
3065,260.15854779,0.0,11.0,36.824339033,0
3066,161.66099425,0.0,25.0,24.26256802,0
3067,80.820591457,2.0,8.0,33.364491337,0
3068,97.763511856,0.0,14.0,31.10800492,0
3069,295.95433961,0.0,18.0,28.447992405,0
3070,105.13327106,0.0,18.0,39.122996804,0
3071,96.454705906,1.0,9.0,28.452980859,0
3072,134.92571376,1.0,23.0,37.033954387,0
3073,271.6519477,0.0,10.0,37.630057159,0
3074,262.61033998,0.0,23.0,29.884757742,0
3075,309.49638798,3.0,15.0,43.48806641,0
3076,170.81237285,,10.0,37.226430597,1
3077,103.47260819,0.0,10.0,39.349650518,0
3078,73.428942397,1.0,9.0,40.829128728,0
3079,195.55232961,2.0,16.0,31.058084364,0
3080,301.14852231,0.0,15.0,18.251480864,0
3081,109.42942826,0.0,12.0,28.160611312,0
3082,269.96268873,0.0,23.0,29.875928067,0
3083,273.72507278,0.0,47.0,40.041684652,0
3084,294.99970155,2.0,16.0,40.625052691,0
3085,183.84300457,3.0,18.0,42.297091696,0
3086,77.033333333,6.0,43.0,,1
3087,122.46327196,0.0,12.0,55.962022219,1
3088,178.92995639,1.0,12.0,27.816420302,0
3089,190.69331375,1.0,20.0,35.894025859,1
3090,272.49983533,5.0,43.0,40.033378243,0
3091,106.39856975,0.0,17.0,26.696716261,0
3092,188.18900504,1.0,31.0,35.285844744,0
3093,190.57709682,0.0,9.0,27.146885648,1
3094,123.89341974,2.0,65.0,62.559307823,1
3095,286.37512856,0.0,20.0,28.739128016,0
3096,335.3003273,,41.0,36.211626812,0
3097,1154.6333333,0.0,0.0,,1
3098,71.230761689,5.0,18.0,40.582913478,1
3099,140.36213401,0.0,17.0,34.002295373,0
3100,257.3285966,0.0,34.0,27.57659689,0
3101,241.50838389,0.0,14.0,26.220717432,0
3102,126.48940505,2.0,21.0,35.856354887,0
3103,320.06300966,3.0,16.0,42.845962863,0
3104,237.7636233,0.0,13.0,25.439888235,0
3105,243.54225494,0.0,20.0,26.733982835,0
3106,270.9986111,1.0,34.0,27.009239289,0
3107,177.63228248,0.0,17.0,39.567208162,0
3108,135.85642316,0.0,20.0,28.151885281,0
3109,75.413745563,1.0,8.0,40.628199233,0
3110,116.81770737,1.0,10.0,20.344582168,0
3111,153.79169482,0.0,30.0,35.327836168,0
3112,290.14892122,0.0,21.0,30.318596795,0
3113,237.17904542,0.0,49.0,42.132280565,0
3114,127.8,2.0,33.0,,1
3115,254.19179745,0.0,45.0,38.512308689,1
3116,108.00552587,0.0,10.0,37.469017947,0
3117,166.10628148,0.0,25.0,24.955311418,0
3118,233.78439855,1.0,23.0,37.324711324,0
3119,221.12855483,0.0,16.0,27.900263904,0
3120,204.58793388,0.0,22.0,33.016153118,0
3121,282.06851776,0.0,16.0,24.962851371,0
3122,128.58182369,1.0,8.0,28.895954854,0
3123,202.05343558,0.0,20.0,21.348254512,0
3124,,,,33.742374549,0
3125,360.14696016,0.0,10.0,41.902054192,0
3126,279.11258466,1.0,19.0,29.645177293,0
3127,280.45334363,2.0,20.0,37.771957848,0
3128,129.75779959,1.0,21.0,27.6372066,0
3129,79.991975497,2.0,21.0,29.846958737,0
3130,111.23501181,0.0,21.0,31.362872385,1
3131,261.91131698,1.0,11.0,36.56433032,0
3132,177.5,6.0,35.0,,1
3133,135.19190654,0.0,18.0,33.050636366,0
3134,349.43007938,,41.0,36.05994724,0
3135,253.4763166,,23.0,36.452295794,0
3136,228.42238215,0.0,18.0,37.008373781,0
3137,189.23698365,0.0,13.0,31.125746532,0
3138,227.39546465,0.0,19.0,36.425571756,0
3139,307.67385711,0.0,18.0,28.368210586,0
3140,,,,25.260098683,0
3141,306.67417105,0.0,27.0,26.156717881,0
3142,117.19539923,1.0,20.0,21.981835715,0
3143,210.91260341,1.0,18.0,38.796749949,0
3144,246.17972137,0.0,13.0,25.701205603,0
3145,326.51841443,0.0,5.0,38.836601841,0
3146,188.24761053,0.0,13.0,29.628676491,0
3147,,1.0,16.0,25.718671082,0
3148,115.37533239,1.0,21.0,37.50862467,0
3149,71.953791991,0.0,16.0,28.004398484,0
3150,116.52526509,0.0,12.0,27.29874318,0
3151,,,,,1
3152,77.7,1.0,18.0,,1
3153,204.93333333,1.0,21.0,,0
3154,149.06666667,1.0,21.0,,0
3155,257.7,0.0,20.0,,0
3156,137.46666667,,25.0,,0
3157,226.36666667,3.0,41.0,,0
3158,,2.0,16.0,,0
3159,74.033333333,0.0,23.0,,0
3160,95.2,3.0,28.0,,1
3161,180.56666667,2.0,46.0,,1
3162,62.9,0.0,10.0,,1
3163,256.7,0.0,40.0,,1
3164,134.93333333,2.0,28.0,,1
3165,320.6,4.0,28.0,,1
3166,99.266666667,0.0,23.0,,1
3167,351.03333333,3.0,24.0,,1
3168,46.666666667,3.0,11.0,,1
3169,206.73707131,0.0,16.0,25.87399085,0
3170,125.67306046,2.0,8.0,34.756185805,0
3171,128.41759793,3.0,15.0,31.166029443,0
3172,114.9462923,0.0,23.0,40.241259872,0
3173,67.408284966,1.0,13.0,44.751572195,1
3174,120.23893457,2.0,15.0,33.953593917,0
3175,252.30598474,4.0,30.0,37.316119916,0
3176,279.3611988,0.0,46.0,39.676976607,0
3177,367.6645206,0.0,9.0,39.106896383,0
3178,110.29408781,1.0,21.0,36.107340903,0
3179,254.0957007,3.0,32.0,29.818743539,0
3180,225.70628788,2.0,41.0,38.896378177,0
3181,327.00179108,0.0,15.0,12.498669801,0
3182,147.91580911,0.0,29.0,34.734277161,0
3183,367.9970935,0.0,9.0,40.640916113,0
3184,95.523512118,0.0,9.0,36.920385648,0
3185,155.30076264,0.0,21.0,25.704127792,0
3186,151.10459247,1.0,23.0,39.487198141,0
3187,80.582655587,0.0,16.0,26.767768842,0
3188,70.016360231,0.0,22.0,37.195085532,0
3189,165.62778833,2.0,11.0,29.249143602,0
3190,103.68385576,3.0,49.0,30.3535487,0
3191,244.72881087,3.0,41.0,37.492645631,0
3192,209.19880045,0.0,6.0,38.632967001,1
3193,247.29589655,0.0,20.0,25.632116425,0
3194,101.01406133,0.0,14.0,27.719938143,0
3195,248.71878008,0.0,49.0,44.552154152,0
3196,270.58121434,,23.0,38.465227693,0
3197,177.62943226,0.0,17.0,39.176432459,0
3198,289.95440059,0.0,16.0,24.458320606,0
3199,295.9554144,1.0,17.0,36.787305949,0
3200,224.76435905,1.0,24.0,36.702340701,0
3201,,1.0,16.0,23.345623213,0
3202,248.15887558,2.0,42.0,36.790875327,0
3203,287.26088687,0.0,23.0,30.098796701,0
3204,330.97090434,0.0,6.0,37.943315139,0
3205,102.6786125,1.0,21.0,41.418352854,0
3206,118.86613395,1.0,9.0,34.602827396,0
3207,120.32397922,2.0,48.0,30.556511873,0
3208,77.283384968,1.0,20.0,28.82169866,0
3209,140.97340097,0.0,9.0,28.662173401,0
3210,163.39478871,1.0,20.0,28.274888868,0
3211,,0.0,0.0,,1
3212,99.985975956,1.0,10.0,26.437084055,0
3213,115.35303064,4.0,34.0,41.359036334,1
3214,174.39613454,1.0,21.0,34.538925374,1
3215,240.52274651,3.0,31.0,32.841753914,0
3216,106.48623703,1.0,18.0,38.806240708,0
3217,115.55751256,1.0,25.0,38.948918735,0
3218,111.12595174,0.0,17.0,34.179046884,0
3219,180.93148775,0.0,25.0,30.587966984,0
3220,57.166745124,1.0,9.0,39.991154244,0
3221,139.34017022,2.0,9.0,34.784870381,0
3222,296.21148976,1.0,18.0,30.3013654,0
3223,283.84875911,1.0,16.0,38.393634669,0
3224,133.15948077,0.0,11.0,27.503540171,0
3225,215.6075405,0.0,15.0,38.318514688,0
3226,276.91108293,0.0,20.0,26.696158705,0
3227,249.21566716,1.0,50.0,43.756794085,0
3228,101.32557693,2.0,9.0,27.975935447,0
3229,147.55332445,2.0,19.0,36.427218736,0
3230,129.83794119,3.0,49.0,29.311594064,0
3231,125.13156939,1.0,17.0,37.936519649,0
3232,247.3605705,4.0,30.0,36.536435564,0
3233,90.3,6.0,30.0,,1
3234,90.449522446,0.0,16.0,35.750060441,0
3235,299.70523733,1.0,10.0,35.986669908,0
3236,219.30936478,0.0,16.0,37.763211014,0
3237,120.24142622,2.0,9.0,35.81087795,0
3238,202.04968272,0.0,19.0,21.573385223,0
3239,127.09997366,0.0,20.0,24.5182717,0
3240,85.232500724,0.0,13.0,31.344365522,0
3241,142.33207559,1.0,32.0,46.902324378,1
3242,118.13306488,0.0,24.0,37.610845011,0
3243,114.02344238,2.0,26.0,35.90776048,0
3244,271.7823232,0.0,30.0,40.404506226,0
3245,262.94843765,0.0,34.0,38.563080996,0
3246,194.29333919,0.0,25.0,30.53780606,0
3247,115.00219496,0.0,17.0,32.251086122,0
3248,133.16768546,0.0,8.0,28.298227056,0
3249,345.00991859,,17.0,32.474319466,0
3250,148.91622747,1.0,18.0,34.387028434,0
3251,113.63599565,0.0,12.0,25.357194605,0
3252,123.25705457,0.0,12.0,25.557593337,0
3253,109.48274852,0.0,7.0,34.818444993,0
3254,95.363068679,1.0,17.0,27.107619574,0
3255,217.74427464,0.0,16.0,38.251392033,0
3256,114.28918244,1.0,8.0,26.379108017,0
3257,73.467517761,1.0,19.0,29.531664151,0
3258,281.57815248,1.0,16.0,38.027521678,0
3259,132.01922665,3.0,48.0,30.186567466,0
3260,23.333333333,5.0,11.0,,1
3261,117.3235888,0.0,9.0,27.133989435,0
3262,204.16561629,0.0,19.0,40.507964774,0
3263,178.65958941,2.0,46.0,41.117887486,1
3264,174.10145958,1.0,17.0,37.6335491,0
3265,272.59048247,1.0,16.0,39.383064504,0
3266,247.76164585,0.0,50.0,43.701331235,0
3267,146.3520808,0.0,20.0,26.603511505,0
3268,276.06634632,0.0,37.0,24.356593557,0
3269,198.98960053,1.0,20.0,38.991431366,0
3270,144.19816755,0.0,30.0,35.114150348,0
3271,154.85552388,1.0,24.0,38.695083557,0
3272,172.71116574,0.0,13.0,27.979694402,0
3273,212.12914517,2.0,25.0,35.106719635,1
3274,116.96135784,2.0,8.0,36.251385732,0
3275,208.46227619,1.0,18.0,37.82861717,0
3276,244.3562274,2.0,41.0,35.744770886,0
3277,136.15822253,0.0,30.0,36.851723302,0
3278,217.03704869,0.0,18.0,37.462991964,0
3279,59.833333333,5.0,16.0,,1
3280,126.07945262,0.0,18.0,34.10902705,0
3281,160.45470053,3.0,19.0,32.276809318,0
3282,,1.0,15.0,29.113651196,0
3283,108.31608023,2.0,49.0,31.495945715,0
3284,115.07594761,3.0,16.0,32.176380263,0
3285,163.06666667,3.0,25.0,,1
3286,92.3,7.0,29.0,,1
3287,177.5,5.0,21.0,,1
3288,110.23090719,3.0,15.0,41.512292086,0
3289,265.18462525,1.0,17.0,27.029438967,0
3290,125.10948564,1.0,25.0,37.103025992,0
3291,115.80866085,1.0,13.0,25.401570002,0
3292,188.73333333,3.0,26.0,,1
3293,147.09858349,2.0,8.0,34.467940003,0
3294,288.00847827,0.0,47.0,39.358357532,0
3295,100.28121919,2.0,15.0,31.669319454,0
3296,145.12073677,0.0,20.0,29.675382217,0
3297,239.20163009,1.0,35.0,39.301070716,0
3298,185.97822083,0.0,21.0,36.494053926,0
3299,181.29504647,0.0,9.0,30.879317294,0
3300,46.875135751,1.0,10.0,39.081826438,0
3301,152.78264779,0.0,14.0,29.203654576,0
3302,147.13452582,1.0,18.0,33.052493205,0
3303,143.96715312,0.0,18.0,36.309962492,0
3304,152.44371441,1.0,18.0,35.589662601,0
3305,85.04333493,6.0,30.0,47.840295122,1
3306,126.09038158,0.0,17.0,30.871901786,0
3307,354.73591921,,17.0,34.495046658,0
3308,89.20252735,1.0,16.0,23.93494584,0
3309,104.59286688,2.0,25.0,35.592253541,0
3310,312.88247401,3.0,15.0,43.478862555,0
3311,185.27496096,0.0,25.0,30.052323948,0
3312,144.36621588,3.0,19.0,29.808589765,0
3313,294.07325413,0.0,47.0,38.581658717,0
3314,230.7167135,1.0,23.0,39.139756562,0
3315,116.79668509,0.0,20.0,23.400137117,0
3316,107.94381754,1.0,17.0,38.919210327,0
3317,100.17400375,2.0,15.0,43.769684913,0
3318,111.78570044,0.0,14.0,27.090894722,0
3319,152.75401017,1.0,7.0,36.766273628,0
3320,75.060829426,0.0,22.0,35.562993202,0
3321,271.39666705,0.0,22.0,27.283395304,0
3322,196.1319389,0.0,15.0,37.923659517,0
3323,114.66761831,0.0,19.0,21.933006318,0
3324,169.73348753,0.0,17.0,39.770628448,0
3325,283.04094598,0.0,16.0,25.225910201,0
3326,57.090659606,1.0,10.0,40.85911311,0
3327,177.85484553,0.0,14.0,29.60717111,0
3328,267.78350875,1.0,34.0,37.934570083,0
3329,91.04574898,2.0,8.0,38.685506283,0
3330,96.157561735,0.0,13.0,27.592277381,0
3331,83.59853183,0.0,16.0,33.626585668,0
3332,110.73572859,3.0,16.0,32.221024839,0
3333,148.0652591,2.0,19.0,38.962872064,0
3334,28.011491753,5.0,10.0,41.463373328,1
3335,244.51806442,3.0,32.0,30.403203826,0
3336,85.183412567,2.0,8.0,40.20948611,0
3337,70.225870315,0.0,23.0,36.023276773,0
3338,82.39838379,0.0,17.0,25.329250867,0
3339,118.4559036,0.0,25.0,37.160561204,0
3340,303.83765082,3.0,15.0,40.246312084,0
3341,282.9357846,0.0,21.0,27.97949547,0
3342,114.18355498,1.0,10.0,27.575809699,0
3343,132.6098608,0.0,25.0,36.459087678,0
3344,179.84935161,1.0,9.0,33.142257222,0
3345,135.12322489,2.0,20.0,38.937112238,0
3346,187.18332939,0.0,24.0,31.817471916,0
3347,208.46653704,0.0,21.0,30.813240588,0
3348,123.73667435,0.0,13.0,28.155959991,0
3349,105.76796088,2.0,25.0,34.629922009,0
3350,256.85447121,,24.0,36.354036449,0
3351,270.04499102,0.0,19.0,27.467001805,0
3352,241.37530714,0.0,21.0,28.846448119,0
3353,86.702624803,2.0,21.0,31.359609533,0
3354,78.838898801,2.0,21.0,30.062792323,0
3355,265.02210303,0.0,22.0,26.480792368,0
3356,121.87970265,0.0,10.0,19.142116568,0
3357,268.71530396,0.0,19.0,24.251971765,0
3358,85.850829978,0.0,15.0,32.294216902,0
3359,238.16689863,0.0,27.0,20.079334384,0
3360,246.7969491,3.0,32.0,32.509012068,0
3361,138.01100827,0.0,16.0,38.289202295,1
3362,259.96383104,0.0,34.0,39.831500564,0
3363,113.05889691,0.0,19.0,24.072191356,0
3364,162.38956192,3.0,19.0,29.961189014,0
3365,250.48710842,,24.0,39.15632328,0
3366,176.87076849,0.0,13.0,26.189767088,0
3367,89.43649279,0.0,18.0,27.710657289,0
3368,79.1215828,2.0,9.0,26.518830695,0
3369,95.684254766,0.0,11.0,38.142822739,0
3370,90.3,6.0,5.0,,1
3371,125.85853903,2.0,16.0,32.847435051,0
3372,123.02256355,1.0,23.0,39.491487113,0
3373,117.08978536,0.0,31.0,42.373232999,1
3374,279.00708055,1.0,17.0,36.07297543,0
3375,288.65558416,1.0,47.0,41.946375198,0
3376,83.861641243,0.0,17.0,26.405666645,0
3377,74.429307591,1.0,2.0,29.975603348,1
3378,206.96666667,2.0,13.0,,0
3379,122.06196718,3.0,49.0,30.033722382,0
3380,307.25070127,2.0,15.0,41.439390666,0
3381,247.97282353,3.0,42.0,40.591687385,0
3382,155.88472429,0.0,25.0,23.58566428,0
3383,237.10163194,0.0,24.0,36.33819671,0
3384,340.46080102,,17.0,30.575650029,0
3385,84.639348205,0.0,16.0,32.886875225,0
3386,150.80236935,1.0,21.0,23.200941214,0
3387,293.98043579,0.0,16.0,27.097523474,0
3388,180.6,1.0,20.0,,0
3389,102.59467389,2.0,9.0,26.353753375,0
3390,219.16666667,4.0,24.0,,0
3391,312.53333333,,25.0,,0
3392,250.56666667,0.0,22.0,,0
3393,179.56666667,2.0,26.0,,0
3394,202.9,0.0,22.0,,0
3395,308.46666667,1.0,20.0,,0
3396,272.93333333,3.0,17.0,,0
3397,190.8,1.0,42.0,,0
3398,108.53333333,0.0,16.0,,0
3399,129.83333333,1.0,11.0,,1
3400,109.56666667,0.0,33.0,,1
3401,165.33333333,2.0,14.0,,1
3402,150.1,3.0,20.0,,1
3403,112.63333333,5.0,5.0,,1
3404,110.63333333,2.0,24.0,,1
3405,290.2806482,0.0,9.0,37.16369797,0
3406,120.15410625,0.0,24.0,37.547732856,0
3407,126.42643974,0.0,30.0,37.877411067,0
3408,62.088605958,0.0,4.0,31.570298921,1
3409,,2.0,16.0,30.778166837,0
3410,178.66176401,1.0,26.0,33.336960792,0
3411,121.76146583,1.0,26.0,34.025207507,0
3412,122.73333333,2.0,13.0,,1
3413,191.28207894,0.0,42.0,39.483023972,0
3414,189.87427039,1.0,42.0,37.352105103,0
3415,244.88185992,0.0,14.0,23.537045228,0
3416,182.59781573,1.0,9.0,30.675510367,0
3417,218.01938613,3.0,23.0,40.15214366,0
3418,154.4259959,0.0,18.0,33.678025773,0
3419,256.2054726,0.0,21.0,27.384116512,0
3420,52.94238739,1.0,9.0,40.616797274,0
3421,178.19207766,0.0,42.0,40.574022482,0
3422,136.5300202,10.0,41.0,33.272297524,1
3423,247.54527102,0.0,27.0,21.469271809,0
3424,83.167810785,3.0,11.0,32.285405494,0
3425,293.35858684,2.0,15.0,43.617714297,0
3426,127.24619628,1.0,8.0,37.525272691,0
3427,230.07213106,3.0,23.0,40.298698909,0
3428,313.60338664,1.0,20.0,42.119285302,0
3429,356.90906747,1.0,10.0,40.874382077,0
3430,73.746710533,3.0,12.0,31.571018889,0
3431,249.4133616,0.0,50.0,43.727930478,0
3432,111.53221405,1.0,16.0,24.449452808,0
3433,175.89535449,0.0,19.0,37.945522273,0
3434,164.90961318,1.0,20.0,29.016609979,0
3435,313.03794532,0.0,26.0,27.199154012,0
3436,75.066666667,3.0,28.0,,0
3437,96.177793274,0.0,16.0,34.709935978,0
3438,73.007277303,2.0,20.0,29.804601445,0
3439,102.46098622,2.0,19.0,38.345340781,1
3440,223.90191801,2.0,41.0,35.998225405,0
3441,126.04800979,1.0,18.0,36.926634786,0
3442,231.54972268,0.0,27.0,20.415931614,0
3443,168.95996818,2.0,26.0,36.056437467,0
3444,122.71770946,0.0,39.0,33.693831299,1
3445,67.0,2.0,19.0,,0
3446,102.5,7.0,18.0,,1
3447,278.3074217,2.0,17.0,32.721694978,0
3448,157.40967898,0.0,14.0,27.946675965,0
3449,161.35269333,0.0,24.0,23.896554711,0
3450,89.599838668,1.0,19.0,41.230526879,0
3451,232.29712557,0.0,27.0,20.856067533,0
3452,202.53433338,0.0,17.0,27.436646043,0
3453,69.410776649,0.0,22.0,35.357287245,0
3454,95.34376502,0.0,16.0,26.692666627,0
3455,188.50461695,0.0,36.0,78.654386048,1
3456,278.44302157,2.0,22.0,38.939650897,0
3457,181.91176992,0.0,31.0,33.209409246,0
3458,268.19826067,0.0,13.0,24.748181035,0
3459,194.05429283,0.0,20.0,37.725760606,0
3460,287.97462979,0.0,21.0,28.362882965,0
3461,118.53458669,0.0,25.0,39.720488984,0
3462,138.17185084,1.0,20.0,38.332316894,0
3463,,1.0,15.0,24.590633188,0
3464,192.97728543,0.0,16.0,26.860500326,0
3465,183.61441489,1.0,19.0,36.299617975,0
3466,324.614647,3.0,15.0,43.90230255,0
3467,122.86557582,0.0,14.0,29.397593104,0
3468,140.51585064,3.0,18.0,38.899231691,0
3469,110.55227739,0.0,18.0,40.00125599,0
3470,118.66666667,1.0,22.0,,0
3471,171.46666667,2.0,64.0,,1
3472,86.684295749,0.0,17.0,25.244046294,0
3473,109.33710593,0.0,16.0,36.213987487,0
3474,85.843161697,0.0,17.0,27.633516483,0
3475,77.521818836,0.0,15.0,32.004056088,0
3476,274.48139853,0.0,23.0,30.269218177,0
3477,148.76466054,,24.0,29.962401502,0
3478,154.15011358,0.0,25.0,22.854999265,0
3479,76.794701258,0.0,15.0,32.74121014,0
3480,153.84976303,2.0,21.0,21.76282696,0
3481,123.09855199,2.0,26.0,36.354203237,0
3482,376.72364282,3.0,31.0,47.830671133,1
3483,280.04883361,2.0,16.0,33.363528658,0
3484,237.2759487,0.0,23.0,38.41536702,0
3485,80.155757172,0.0,23.0,35.425579192,0
3486,294.42411801,2.0,16.0,33.488547383,0
3487,119.05781713,0.0,19.0,35.364128433,1
3488,159.16923466,2.0,25.0,38.079761822,1
3489,93.432749909,0.0,13.0,29.116887715,0
3490,140.48070351,,24.0,29.967505846,0
3491,163.85439342,3.0,17.0,37.078117787,0
3492,239.84485263,0.0,21.0,38.662629402,0
3493,247.64957888,0.0,13.0,24.980298956,0
